Identificador_Agricultor,dano_na_plantacao
SCROP86210,0
SCROP86211,0
SCROP86212,0
SCROP86213,0
SCROP86214,1
SCROP86215,0
SCROP86216,0
SCROP86217,0
SCROP86218,0
SCROP86219,1
SCROP86220,0
SCROP86221,0
SCROP86222,0
SCROP86223,0
SCROP86224,0
SCROP86225,0
SCROP86226,0
SCROP86227,0
SCROP86228,0
SCROP86229,0
SCROP86230,1
SCROP86231,0
SCROP86232,0
SCROP86233,0
SCROP86234,0
SCROP86235,0
SCROP86236,0
SCROP86237,0
SCROP86238,1
SCROP86239,0
SCROP86240,1
SCROP86241,0
SCROP86242,0
SCROP86243,0
SCROP86244,0
SCROP86245,0
SCROP86246,0
SCROP86247,0
SCROP86248,1
SCROP86249,0
SCROP86250,0
SCROP86251,0
SCROP86252,0
SCROP86253,1
SCROP86254,0
SCROP86255,0
SCROP86256,0
SCROP86257,0
SCROP86258,0
SCROP86259,0
SCROP86260,1
SCROP86261,0
SCROP86262,0
SCROP86263,0
SCROP86264,0
SCROP86265,1
SCROP86266,1
SCROP86267,0
SCROP86268,1
SCROP86269,0
SCROP86270,1
SCROP86271,0
SCROP86272,0
SCROP86273,1
SCROP86274,0
SCROP86275,0
SCROP86276,0
SCROP86277,0
SCROP86278,1
SCROP86279,0
SCROP86280,0
SCROP86281,0
SCROP86282,2
SCROP86283,0
SCROP86284,0
SCROP86285,1
SCROP86286,1
SCROP86287,0
SCROP86288,0
SCROP86289,1
SCROP86290,0
SCROP86291,1
SCROP86292,1
SCROP86293,0
SCROP86294,1
SCROP86295,0
SCROP86296,0
SCROP86297,1
SCROP86298,1
SCROP86299,0
SCROP86300,0
SCROP86301,1
SCROP86302,0
SCROP86303,1
SCROP86304,1
SCROP86305,1
SCROP86306,0
SCROP86307,0
SCROP86308,0
SCROP86309,1
SCROP86310,0
SCROP86311,0
SCROP86312,0
SCROP86313,0
SCROP86314,1
SCROP86315,0
SCROP86316,1
SCROP86317,1
SCROP86318,1
SCROP86319,0
SCROP86320,1
SCROP86321,0
SCROP86322,1
SCROP86323,0
SCROP86324,1
SCROP86325,1
SCROP86326,1
SCROP86327,1
SCROP86328,1
SCROP86329,0
SCROP86330,1
SCROP86331,1
SCROP86332,1
SCROP86333,1
SCROP86334,2
SCROP86335,2
SCROP86336,1
SCROP86337,2
SCROP86338,2
SCROP86339,1
SCROP86340,2
SCROP86341,1
SCROP86342,2
SCROP86343,2
SCROP86344,2
SCROP86345,2
SCROP86346,2
SCROP86347,1
SCROP86348,2
SCROP86349,2
SCROP86350,2
SCROP86351,1
SCROP86352,1
SCROP86353,2
SCROP86354,2
SCROP86355,1
SCROP86356,2
SCROP86357,0
SCROP86358,0
SCROP86359,0
SCROP86360,0
SCROP86361,0
SCROP86362,0
SCROP86363,0
SCROP86364,0
SCROP86365,0
SCROP86366,0
SCROP86367,0
SCROP86368,0
SCROP86369,0
SCROP86370,0
SCROP86371,0
SCROP86372,0
SCROP86373,0
SCROP86374,0
SCROP86375,0
SCROP86376,0
SCROP86377,0
SCROP86378,0
SCROP86379,1
SCROP86380,0
SCROP86381,0
SCROP86382,0
SCROP86383,0
SCROP86384,1
SCROP86385,0
SCROP86386,1
SCROP86387,0
SCROP86388,2
SCROP86389,1
SCROP86390,0
SCROP86391,1
SCROP86392,0
SCROP86393,1
SCROP86394,0
SCROP86395,0
SCROP86396,0
SCROP86397,0
SCROP86398,2
SCROP86399,2
SCROP86400,0
SCROP86401,0
SCROP86402,1
SCROP86403,1
SCROP86404,0
SCROP86405,1
SCROP86406,0
SCROP86407,1
SCROP86408,0
SCROP86409,1
SCROP86410,1
SCROP86411,0
SCROP86412,0
SCROP86413,0
SCROP86414,0
SCROP86415,0
SCROP86416,0
SCROP86417,1
SCROP86418,0
SCROP86419,0
SCROP86420,2
SCROP86421,0
SCROP86422,0
SCROP86423,0
SCROP86424,1
SCROP86425,1
SCROP86426,0
SCROP86427,0
SCROP86428,0
SCROP86429,1
SCROP86430,0
SCROP86431,0
SCROP86432,1
SCROP86433,1
SCROP86434,1
SCROP86435,0
SCROP86436,2
SCROP86437,0
SCROP86438,0
SCROP86439,2
SCROP86440,0
SCROP86441,1
SCROP86442,1
SCROP86443,0
SCROP86444,1
SCROP86445,1
SCROP86446,0
SCROP86447,0
SCROP86448,0
SCROP86449,2
SCROP86450,1
SCROP86451,1
SCROP86452,1
SCROP86453,1
SCROP86454,0
SCROP86455,1
SCROP86456,1
SCROP86457,1
SCROP86458,1
SCROP86459,1
SCROP86460,2
SCROP86461,1
SCROP86462,0
SCROP86463,1
SCROP86464,1
SCROP86465,0
SCROP86466,2
SCROP86467,0
SCROP86468,1
SCROP86469,1
SCROP86470,1
SCROP86471,0
SCROP86472,0
SCROP86473,1
SCROP86474,0
SCROP86475,0
SCROP86476,1
SCROP86477,1
SCROP86478,1
SCROP86479,2
SCROP86480,2
SCROP86481,2
SCROP86482,2
SCROP86483,2
SCROP86484,2
SCROP86485,0
SCROP86486,0
SCROP86487,2
SCROP86488,2
SCROP86489,2
SCROP86490,0
SCROP86491,0
SCROP86492,0
SCROP86493,0
SCROP86494,1
SCROP86495,1
SCROP86496,0
SCROP86497,1
SCROP86498,1
SCROP86499,1
SCROP86500,0
SCROP86501,0
SCROP86502,0
SCROP86503,1
SCROP86504,2
SCROP86505,0
SCROP86506,0
SCROP86507,0
SCROP86508,1
SCROP86509,1
SCROP86510,0
SCROP86511,1
SCROP86512,0
SCROP86513,0
SCROP86514,0
SCROP86515,2
SCROP86516,1
SCROP86517,0
SCROP86518,1
SCROP86519,0
SCROP86520,0
SCROP86521,1
SCROP86522,1
SCROP86523,2
SCROP86524,2
SCROP86525,1
SCROP86526,1
SCROP86527,1
SCROP86528,0
SCROP86529,0
SCROP86530,0
SCROP86531,1
SCROP86532,0
SCROP86533,0
SCROP86534,2
SCROP86535,1
SCROP86536,1
SCROP86537,2
SCROP86538,1
SCROP86539,1
SCROP86540,1
SCROP86541,0
SCROP86542,2
SCROP86543,1
SCROP86544,1
SCROP86545,1
SCROP86546,0
SCROP86547,1
SCROP86548,2
SCROP86549,0
SCROP86550,1
SCROP86551,1
SCROP86552,2
SCROP86553,2
SCROP86554,1
SCROP86555,2
SCROP86556,1
SCROP86557,0
SCROP86558,2
SCROP86559,2
SCROP86560,1
SCROP86561,2
SCROP86562,1
SCROP86563,2
SCROP86564,0
SCROP86565,0
SCROP86566,1
SCROP86567,2
SCROP86568,2
SCROP86569,2
SCROP86570,2
SCROP86571,2
SCROP86572,1
SCROP86573,2
SCROP86574,1
SCROP86575,1
SCROP86576,2
SCROP86577,2
SCROP86578,1
SCROP86579,1
SCROP86580,2
SCROP86581,0
SCROP86582,2
SCROP86583,2
SCROP86584,2
SCROP86585,1
SCROP86586,2
SCROP86587,2
SCROP86588,0
SCROP86589,1
SCROP86590,1
SCROP86591,0
SCROP86592,2
SCROP86593,1
SCROP86594,1
SCROP86595,2
SCROP86596,2
SCROP86597,0
SCROP86598,2
SCROP86599,2
SCROP86600,2
SCROP86601,2
SCROP86602,0
SCROP86603,2
SCROP86604,2
SCROP86605,1
SCROP86606,2
SCROP86607,1
SCROP86608,2
SCROP86609,1
SCROP86610,1
SCROP86611,1
SCROP86612,1
SCROP86613,0
SCROP86614,1
SCROP86615,2
SCROP86616,0
SCROP86617,2
SCROP86618,2
SCROP86619,1
SCROP86620,1
SCROP86621,2
SCROP86622,1
SCROP86623,1
SCROP86624,1
SCROP86625,1
SCROP86626,2
SCROP86627,1
SCROP86628,1
SCROP86629,1
SCROP86630,1
SCROP86631,0
SCROP86632,1
SCROP86633,2
SCROP86634,1
SCROP86635,1
SCROP86636,0
SCROP86637,1
SCROP86638,0
SCROP86639,0
SCROP86640,1
SCROP86641,1
SCROP86642,1
SCROP86643,0
SCROP86644,2
SCROP86645,2
SCROP86646,1
SCROP86647,1
SCROP86648,1
SCROP86649,1
SCROP86650,1
SCROP86651,2
SCROP86652,1
SCROP86653,1
SCROP86654,1
SCROP86655,2
SCROP86656,1
SCROP86657,1
SCROP86658,2
SCROP86659,2
SCROP86660,1
SCROP86661,2
SCROP86662,1
SCROP86663,1
SCROP86664,1
SCROP86665,1
SCROP86666,1
SCROP86667,0
SCROP86668,0
SCROP86669,1
SCROP86670,2
SCROP86671,2
SCROP86672,2
SCROP86673,2
SCROP86674,1
SCROP86675,0
SCROP86676,1
SCROP86677,2
SCROP86678,1
SCROP86679,1
SCROP86680,1
SCROP86681,2
SCROP86682,1
SCROP86683,1
SCROP86684,1
SCROP86685,2
SCROP86686,1
SCROP86687,1
SCROP86688,2
SCROP86689,1
SCROP86690,2
SCROP86691,1
SCROP86692,2
SCROP86693,2
SCROP86694,1
SCROP86695,0
SCROP86696,2
SCROP86697,0
SCROP86698,1
SCROP86699,0
SCROP86700,2
SCROP86701,2
SCROP86702,0
SCROP86703,1
SCROP86704,1
SCROP86705,1
SCROP86706,2
SCROP86707,1
SCROP86708,2
SCROP86709,2
SCROP86710,1
SCROP86711,2
SCROP86712,1
SCROP86713,2
SCROP86714,2
SCROP86715,1
SCROP86716,2
SCROP86717,1
SCROP86718,1
SCROP86719,0
SCROP86720,0
SCROP86721,1
SCROP86722,1
SCROP86723,1
SCROP86724,0
SCROP86725,1
SCROP86726,1
SCROP86727,1
SCROP86728,1
SCROP86729,1
SCROP86730,1
SCROP86731,1
SCROP86732,0
SCROP86733,1
SCROP86734,0
SCROP86735,0
SCROP86736,0
SCROP86737,0
SCROP86738,0
SCROP86739,0
SCROP86740,0
SCROP86741,0
SCROP86742,0
SCROP86743,0
SCROP86744,0
SCROP86745,0
SCROP86746,0
SCROP86747,0
SCROP86748,0
SCROP86749,0
SCROP86750,0
SCROP86751,0
SCROP86752,0
SCROP86753,0
SCROP86754,0
SCROP86755,0
SCROP86756,0
SCROP86757,0
SCROP86758,1
SCROP86759,0
SCROP86760,0
SCROP86761,0
SCROP86762,0
SCROP86763,1
SCROP86764,0
SCROP86765,0
SCROP86766,0
SCROP86767,0
SCROP86768,0
SCROP86769,0
SCROP86770,0
SCROP86771,0
SCROP86772,0
SCROP86773,0
SCROP86774,0
SCROP86775,2
SCROP86776,0
SCROP86777,0
SCROP86778,1
SCROP86779,0
SCROP86780,0
SCROP86781,0
SCROP86782,1
SCROP86783,2
SCROP86784,0
SCROP86785,1
SCROP86786,1
SCROP86787,0
SCROP86788,0
SCROP86789,0
SCROP86790,1
SCROP86791,1
SCROP86792,2
SCROP86793,0
SCROP86794,2
SCROP86795,0
SCROP86796,2
SCROP86797,2
SCROP86798,0
SCROP86799,0
SCROP86800,0
SCROP86801,0
SCROP86802,0
SCROP86803,0
SCROP86804,2
SCROP86805,0
SCROP86806,0
SCROP86807,0
SCROP86808,0
SCROP86809,2
SCROP86810,0
SCROP86811,1
SCROP86812,0
SCROP86813,1
SCROP86814,1
SCROP86815,0
SCROP86816,0
SCROP86817,0
SCROP86818,2
SCROP86819,2
SCROP86820,2
SCROP86821,0
SCROP86822,0
SCROP86823,0
SCROP86824,1
SCROP86825,0
SCROP86826,0
SCROP86827,1
SCROP86828,0
SCROP86829,1
SCROP86830,1
SCROP86831,2
SCROP86832,2
SCROP86833,2
SCROP86834,0
SCROP86835,1
SCROP86836,0
SCROP86837,1
SCROP86838,2
SCROP86839,1
SCROP86840,1
SCROP86841,2
SCROP86842,0
SCROP86843,1
SCROP86844,1
SCROP86845,1
SCROP86846,0
SCROP86847,0
SCROP86848,0
SCROP86849,1
SCROP86850,0
SCROP86851,0
SCROP86852,2
SCROP86853,1
SCROP86854,0
SCROP86855,1
SCROP86856,0
SCROP86857,2
SCROP86858,1
SCROP86859,1
SCROP86860,0
SCROP86861,0
SCROP86862,1
SCROP86863,1
SCROP86864,2
SCROP86865,0
SCROP86866,1
SCROP86867,1
SCROP86868,2
SCROP86869,0
SCROP86870,1
SCROP86871,1
SCROP86872,2
SCROP86873,1
SCROP86874,0
SCROP86875,0
SCROP86876,0
SCROP86877,2
SCROP86878,0
SCROP86879,0
SCROP86880,0
SCROP86881,1
SCROP86882,1
SCROP86883,1
SCROP86884,1
SCROP86885,1
SCROP86886,1
SCROP86887,2
SCROP86888,0
SCROP86889,0
SCROP86890,2
SCROP86891,0
SCROP86892,0
SCROP86893,2
SCROP86894,1
SCROP86895,1
SCROP86896,2
SCROP86897,1
SCROP86898,2
SCROP86899,1
SCROP86900,2
SCROP86901,2
SCROP86902,0
SCROP86903,2
SCROP86904,0
SCROP86905,0
SCROP86906,0
SCROP86907,0
SCROP86908,1
SCROP86909,2
SCROP86910,2
SCROP86911,0
SCROP86912,0
SCROP86913,2
SCROP86914,1
SCROP86915,2
SCROP86916,1
SCROP86917,1
SCROP86918,1
SCROP86919,1
SCROP86920,1
SCROP86921,2
SCROP86922,1
SCROP86923,0
SCROP86924,2
SCROP86925,2
SCROP86926,1
SCROP86927,1
SCROP86928,1
SCROP86929,1
SCROP86930,1
SCROP86931,0
SCROP86932,1
SCROP86933,1
SCROP86934,1
SCROP86935,2
SCROP86936,1
SCROP86937,0
SCROP86938,2
SCROP86939,0
SCROP86940,1
SCROP86941,1
SCROP86942,2
SCROP86943,0
SCROP86944,2
SCROP86945,1
SCROP86946,1
SCROP86947,1
SCROP86948,0
SCROP86949,1
SCROP86950,2
SCROP86951,1
SCROP86952,2
SCROP86953,0
SCROP86954,0
SCROP86955,0
SCROP86956,1
SCROP86957,1
SCROP86958,1
SCROP86959,2
SCROP86960,2
SCROP86961,1
SCROP86962,0
SCROP86963,0
SCROP86964,2
SCROP86965,1
SCROP86966,2
SCROP86967,2
SCROP86968,1
SCROP86969,1
SCROP86970,2
SCROP86971,1
SCROP86972,1
SCROP86973,1
SCROP86974,0
SCROP86975,1
SCROP86976,1
SCROP86977,1
SCROP86978,1
SCROP86979,0
SCROP86980,1
SCROP86981,1
SCROP86982,2
SCROP86983,0
SCROP86984,2
SCROP86985,2
SCROP86986,0
SCROP86987,0
SCROP86988,0
SCROP86989,1
SCROP86990,1
SCROP86991,0
SCROP86992,0
SCROP86993,1
SCROP86994,1
SCROP86995,2
SCROP86996,2
SCROP86997,0
SCROP86998,1
SCROP86999,0
SCROP87000,1
SCROP87001,0
SCROP87002,1
SCROP87003,1
SCROP87004,1
SCROP87005,2
SCROP87006,2
SCROP87007,2
SCROP87008,1
SCROP87009,2
SCROP87010,1
SCROP87011,1
SCROP87012,2
SCROP87013,1
SCROP87014,1
SCROP87015,0
SCROP87016,1
SCROP87017,1
SCROP87018,2
SCROP87019,1
SCROP87020,0
SCROP87021,2
SCROP87022,2
SCROP87023,2
SCROP87024,2
SCROP87025,1
SCROP87026,2
SCROP87027,1
SCROP87028,1
SCROP87029,1
SCROP87030,0
SCROP87031,0
SCROP87032,0
SCROP87033,2
SCROP87034,1
SCROP87035,0
SCROP87036,1
SCROP87037,1
SCROP87038,1
SCROP87039,0
SCROP87040,2
SCROP87041,0
SCROP87042,0
SCROP87043,2
SCROP87044,1
SCROP87045,0
SCROP87046,1
SCROP87047,1
SCROP87048,1
SCROP87049,1
SCROP87050,1
SCROP87051,0
SCROP87052,1
SCROP87053,0
SCROP87054,0
SCROP87055,1
SCROP87056,1
SCROP87057,2
SCROP87058,2
SCROP87059,0
SCROP87060,2
SCROP87061,1
SCROP87062,1
SCROP87063,0
SCROP87064,2
SCROP87065,0
SCROP87066,0
SCROP87067,1
SCROP87068,1
SCROP87069,1
SCROP87070,1
SCROP87071,1
SCROP87072,0
SCROP87073,1
SCROP87074,1
SCROP87075,0
SCROP87076,0
SCROP87077,0
SCROP87078,0
SCROP87079,0
SCROP87080,0
SCROP87081,0
SCROP87082,0
SCROP87083,0
SCROP87084,0
SCROP87085,0
SCROP87086,0
SCROP87087,0
SCROP87088,0
SCROP87089,0
SCROP87090,0
SCROP87091,0
SCROP87092,0
SCROP87093,0
SCROP87094,0
SCROP87095,0
SCROP87096,0
SCROP87097,0
SCROP87098,0
SCROP87099,0
SCROP87100,0
SCROP87101,0
SCROP87102,0
SCROP87103,0
SCROP87104,0
SCROP87105,0
SCROP87106,0
SCROP87107,0
SCROP87108,0
SCROP87109,0
SCROP87110,0
SCROP87111,1
SCROP87112,0
SCROP87113,0
SCROP87114,0
SCROP87115,0
SCROP87116,0
SCROP87117,0
SCROP87118,0
SCROP87119,0
SCROP87120,0
SCROP87121,0
SCROP87122,0
SCROP87123,0
SCROP87124,0
SCROP87125,0
SCROP87126,0
SCROP87127,0
SCROP87128,0
SCROP87129,0
SCROP87130,0
SCROP87131,0
SCROP87132,0
SCROP87133,0
SCROP87134,0
SCROP87135,0
SCROP87136,0
SCROP87137,0
SCROP87138,1
SCROP87139,2
SCROP87140,0
SCROP87141,0
SCROP87142,0
SCROP87143,0
SCROP87144,0
SCROP87145,0
SCROP87146,2
SCROP87147,0
SCROP87148,1
SCROP87149,1
SCROP87150,1
SCROP87151,0
SCROP87152,0
SCROP87153,1
SCROP87154,1
SCROP87155,0
SCROP87156,0
SCROP87157,0
SCROP87158,0
SCROP87159,0
SCROP87160,0
SCROP87161,0
SCROP87162,0
SCROP87163,1
SCROP87164,0
SCROP87165,0
SCROP87166,0
SCROP87167,0
SCROP87168,0
SCROP87169,0
SCROP87170,0
SCROP87171,0
SCROP87172,0
SCROP87173,1
SCROP87174,0
SCROP87175,0
SCROP87176,0
SCROP87177,0
SCROP87178,1
SCROP87179,1
SCROP87180,0
SCROP87181,0
SCROP87182,2
SCROP87183,0
SCROP87184,0
SCROP87185,1
SCROP87186,0
SCROP87187,0
SCROP87188,0
SCROP87189,1
SCROP87190,0
SCROP87191,0
SCROP87192,0
SCROP87193,0
SCROP87194,0
SCROP87195,0
SCROP87196,1
SCROP87197,1
SCROP87198,0
SCROP87199,0
SCROP87200,0
SCROP87201,2
SCROP87202,0
SCROP87203,0
SCROP87204,0
SCROP87205,0
SCROP87206,1
SCROP87207,0
SCROP87208,1
SCROP87209,0
SCROP87210,0
SCROP87211,0
SCROP87212,1
SCROP87213,0
SCROP87214,1
SCROP87215,1
SCROP87216,0
SCROP87217,0
SCROP87218,2
SCROP87219,0
SCROP87220,0
SCROP87221,1
SCROP87222,0
SCROP87223,0
SCROP87224,1
SCROP87225,0
SCROP87226,0
SCROP87227,2
SCROP87228,0
SCROP87229,1
SCROP87230,0
SCROP87231,0
SCROP87232,0
SCROP87233,0
SCROP87234,0
SCROP87235,0
SCROP87236,1
SCROP87237,0
SCROP87238,0
SCROP87239,0
SCROP87240,0
SCROP87241,0
SCROP87242,1
SCROP87243,0
SCROP87244,1
SCROP87245,1
SCROP87246,0
SCROP87247,0
SCROP87248,0
SCROP87249,0
SCROP87250,1
SCROP87251,0
SCROP87252,0
SCROP87253,1
SCROP87254,1
SCROP87255,1
SCROP87256,0
SCROP87257,0
SCROP87258,0
SCROP87259,0
SCROP87260,0
SCROP87261,1
SCROP87262,0
SCROP87263,0
SCROP87264,0
SCROP87265,1
SCROP87266,1
SCROP87267,0
SCROP87268,0
SCROP87269,0
SCROP87270,2
SCROP87271,1
SCROP87272,0
SCROP87273,0
SCROP87274,1
SCROP87275,0
SCROP87276,1
SCROP87277,0
SCROP87278,0
SCROP87279,0
SCROP87280,0
SCROP87281,0
SCROP87282,0
SCROP87283,0
SCROP87284,0
SCROP87285,0
SCROP87286,0
SCROP87287,1
SCROP87288,0
SCROP87289,0
SCROP87290,0
SCROP87291,2
SCROP87292,0
SCROP87293,1
SCROP87294,1
SCROP87295,0
SCROP87296,0
SCROP87297,0
SCROP87298,0
SCROP87299,0
SCROP87300,0
SCROP87301,0
SCROP87302,0
SCROP87303,0
SCROP87304,0
SCROP87305,0
SCROP87306,2
SCROP87307,0
SCROP87308,0
SCROP87309,0
SCROP87310,1
SCROP87311,1
SCROP87312,0
SCROP87313,0
SCROP87314,2
SCROP87315,1
SCROP87316,2
SCROP87317,0
SCROP87318,0
SCROP87319,0
SCROP87320,0
SCROP87321,1
SCROP87322,0
SCROP87323,0
SCROP87324,0
SCROP87325,1
SCROP87326,0
SCROP87327,0
SCROP87328,0
SCROP87329,2
SCROP87330,1
SCROP87331,0
SCROP87332,1
SCROP87333,0
SCROP87334,1
SCROP87335,1
SCROP87336,0
SCROP87337,2
SCROP87338,2
SCROP87339,1
SCROP87340,0
SCROP87341,0
SCROP87342,0
SCROP87343,0
SCROP87344,2
SCROP87345,1
SCROP87346,0
SCROP87347,1
SCROP87348,2
SCROP87349,1
SCROP87350,0
SCROP87351,1
SCROP87352,0
SCROP87353,1
SCROP87354,0
SCROP87355,1
SCROP87356,2
SCROP87357,0
SCROP87358,1
SCROP87359,1
SCROP87360,0
SCROP87361,0
SCROP87362,0
SCROP87363,2
SCROP87364,0
SCROP87365,0
SCROP87366,1
SCROP87367,1
SCROP87368,0
SCROP87369,1
SCROP87370,0
SCROP87371,1
SCROP87372,0
SCROP87373,0
SCROP87374,0
SCROP87375,1
SCROP87376,1
SCROP87377,1
SCROP87378,0
SCROP87379,1
SCROP87380,2
SCROP87381,2
SCROP87382,0
SCROP87383,0
SCROP87384,1
SCROP87385,0
SCROP87386,2
SCROP87387,0
SCROP87388,0
SCROP87389,1
SCROP87390,0
SCROP87391,0
SCROP87392,0
SCROP87393,0
SCROP87394,0
SCROP87395,1
SCROP87396,0
SCROP87397,0
SCROP87398,0
SCROP87399,1
SCROP87400,0
SCROP87401,0
SCROP87402,2
SCROP87403,0
SCROP87404,2
SCROP87405,1
SCROP87406,0
SCROP87407,2
SCROP87408,2
SCROP87409,2
SCROP87410,0
SCROP87411,1
SCROP87412,2
SCROP87413,0
SCROP87414,1
SCROP87415,1
SCROP87416,1
SCROP87417,0
SCROP87418,1
SCROP87419,1
SCROP87420,0
SCROP87421,0
SCROP87422,1
SCROP87423,1
SCROP87424,0
SCROP87425,1
SCROP87426,2
SCROP87427,1
SCROP87428,0
SCROP87429,0
SCROP87430,0
SCROP87431,0
SCROP87432,0
SCROP87433,2
SCROP87434,2
SCROP87435,0
SCROP87436,2
SCROP87437,1
SCROP87438,0
SCROP87439,2
SCROP87440,1
SCROP87441,0
SCROP87442,0
SCROP87443,1
SCROP87444,0
SCROP87445,1
SCROP87446,2
SCROP87447,1
SCROP87448,0
SCROP87449,0
SCROP87450,1
SCROP87451,2
SCROP87452,0
SCROP87453,2
SCROP87454,1
SCROP87455,0
SCROP87456,0
SCROP87457,1
SCROP87458,1
SCROP87459,0
SCROP87460,1
SCROP87461,0
SCROP87462,0
SCROP87463,1
SCROP87464,1
SCROP87465,0
SCROP87466,1
SCROP87467,1
SCROP87468,1
SCROP87469,0
SCROP87470,0
SCROP87471,2
SCROP87472,2
SCROP87473,0
SCROP87474,0
SCROP87475,0
SCROP87476,0
SCROP87477,0
SCROP87478,0
SCROP87479,0
SCROP87480,1
SCROP87481,2
SCROP87482,1
SCROP87483,1
SCROP87484,2
SCROP87485,1
SCROP87486,0
SCROP87487,1
SCROP87488,1
SCROP87489,1
SCROP87490,1
SCROP87491,1
SCROP87492,0
SCROP87493,1
SCROP87494,1
SCROP87495,2
SCROP87496,0
SCROP87497,1
SCROP87498,0
SCROP87499,1
SCROP87500,1
SCROP87501,1
SCROP87502,2
SCROP87503,1
SCROP87504,0
SCROP87505,1
SCROP87506,0
SCROP87507,0
SCROP87508,1
SCROP87509,1
SCROP87510,0
SCROP87511,1
SCROP87512,2
SCROP87513,1
SCROP87514,1
SCROP87515,0
SCROP87516,1
SCROP87517,0
SCROP87518,1
SCROP87519,1
SCROP87520,1
SCROP87521,0
SCROP87522,2
SCROP87523,2
SCROP87524,0
SCROP87525,1
SCROP87526,1
SCROP87527,0
SCROP87528,0
SCROP87529,1
SCROP87530,0
SCROP87531,0
SCROP87532,1
SCROP87533,1
SCROP87534,0
SCROP87535,1
SCROP87536,2
SCROP87537,1
SCROP87538,2
SCROP87539,0
SCROP87540,1
SCROP87541,0
SCROP87542,0
SCROP87543,0
SCROP87544,0
SCROP87545,0
SCROP87546,0
SCROP87547,0
SCROP87548,1
SCROP87549,0
SCROP87550,1
SCROP87551,0
SCROP87552,1
SCROP87553,0
SCROP87554,1
SCROP87555,0
SCROP87556,1
SCROP87557,1
SCROP87558,0
SCROP87559,0
SCROP87560,1
SCROP87561,1
SCROP87562,0
SCROP87563,1
SCROP87564,1
SCROP87565,1
SCROP87566,1
SCROP87567,1
SCROP87568,1
SCROP87569,2
SCROP87570,1
SCROP87571,1
SCROP87572,0
SCROP87573,0
SCROP87574,0
SCROP87575,1
SCROP87576,1
SCROP87577,1
SCROP87578,1
SCROP87579,1
SCROP87580,0
SCROP87581,1
SCROP87582,1
SCROP87583,2
SCROP87584,1
SCROP87585,0
SCROP87586,1
SCROP87587,0
SCROP87588,1
SCROP87589,1
SCROP87590,0
SCROP87591,0
SCROP87592,1
SCROP87593,1
SCROP87594,2
SCROP87595,1
SCROP87596,0
SCROP87597,0
SCROP87598,1
SCROP87599,1
SCROP87600,1
SCROP87601,1
SCROP87602,1
SCROP87603,1
SCROP87604,1
SCROP87605,1
SCROP87606,1
SCROP87607,1
SCROP87608,2
SCROP87609,2
SCROP87610,2
SCROP87611,0
SCROP87612,1
SCROP87613,1
SCROP87614,0
SCROP87615,2
SCROP87616,1
SCROP87617,1
SCROP87618,1
SCROP87619,1
SCROP87620,0
SCROP87621,1
SCROP87622,1
SCROP87623,0
SCROP87624,0
SCROP87625,0
SCROP87626,1
SCROP87627,0
SCROP87628,0
SCROP87629,1
SCROP87630,0
SCROP87631,0
SCROP87632,1
SCROP87633,1
SCROP87634,0
SCROP87635,1
SCROP87636,1
SCROP87637,1
SCROP87638,1
SCROP87639,1
SCROP87640,1
SCROP87641,0
SCROP87642,1
SCROP87643,1
SCROP87644,1
SCROP87645,1
SCROP87646,0
SCROP87647,1
SCROP87648,1
SCROP87649,0
SCROP87650,1
SCROP87651,1
SCROP87652,1
SCROP87653,1
SCROP87654,0
SCROP87655,1
SCROP87656,2
SCROP87657,1
SCROP87658,2
SCROP87659,1
SCROP87660,0
SCROP87661,1
SCROP87662,1
SCROP87663,1
SCROP87664,1
SCROP87665,0
SCROP87666,1
SCROP87667,2
SCROP87668,1
SCROP87669,1
SCROP87670,0
SCROP87671,0
SCROP87672,1
SCROP87673,1
SCROP87674,1
SCROP87675,1
SCROP87676,1
SCROP87677,0
SCROP87678,1
SCROP87679,1
SCROP87680,1
SCROP87681,0
SCROP87682,2
SCROP87683,1
SCROP87684,1
SCROP87685,1
SCROP87686,1
SCROP87687,1
SCROP87688,1
SCROP87689,1
SCROP87690,2
SCROP87691,1
SCROP87692,0
SCROP87693,1
SCROP87694,2
SCROP87695,1
SCROP87696,1
SCROP87697,1
SCROP87698,1
SCROP87699,0
SCROP87700,0
SCROP87701,0
SCROP87702,0
SCROP87703,0
SCROP87704,1
SCROP87705,0
SCROP87706,0
SCROP87707,0
SCROP87708,0
SCROP87709,0
SCROP87710,0
SCROP87711,0
SCROP87712,0
SCROP87713,0
SCROP87714,0
SCROP87715,0
SCROP87716,0
SCROP87717,0
SCROP87718,0
SCROP87719,0
SCROP87720,0
SCROP87721,0
SCROP87722,0
SCROP87723,0
SCROP87724,0
SCROP87725,0
SCROP87726,0
SCROP87727,0
SCROP87728,0
SCROP87729,0
SCROP87730,0
SCROP87731,0
SCROP87732,0
SCROP87733,0
SCROP87734,0
SCROP87735,0
SCROP87736,0
SCROP87737,0
SCROP87738,0
SCROP87739,0
SCROP87740,0
SCROP87741,0
SCROP87742,0
SCROP87743,0
SCROP87744,0
SCROP87745,0
SCROP87746,0
SCROP87747,0
SCROP87748,0
SCROP87749,0
SCROP87750,0
SCROP87751,0
SCROP87752,0
SCROP87753,1
SCROP87754,0
SCROP87755,0
SCROP87756,0
SCROP87757,0
SCROP87758,0
SCROP87759,0
SCROP87760,0
SCROP87761,0
SCROP87762,0
