,Insect_Estimate,CultivationType,Soil_Type,Category_Pesticide,Doses_Week,Weeks_Using,Weeks_Without,Predicted_Damage_In_Plantation
746,2840,0,1,2,20,33.0,22,0
747,2840,0,1,2,20,40.0,11,0
749,2840,0,1,2,20,50.0,1,0
750,2840,0,1,2,30,24.0,30,0
751,2840,0,1,2,30,50.0,6,0
752,2840,0,1,2,40,36.0,17,0
753,2840,0,1,2,50,21.0,34,0
754,2840,0,1,2,20,31.0,21,0
755,2840,0,1,2,20,33.0,20,0
756,2999,0,1,2,10,10.0,40,0
757,2999,0,1,2,20,13.0,44,0
758,2999,0,1,2,20,17.0,29,0
759,2999,0,1,2,20,23.0,35,0
760,2999,0,1,2,20,45.0,14,0
762,2999,0,1,2,20,50.0,2,0
763,2999,0,1,2,40,11.0,41,0
764,2999,0,1,2,40,43.0,14,0
765,3165,0,1,2,10,20.0,25,0
766,3164,0,1,2,15,15.0,35,0
767,3164,0,1,2,15,30.0,22,0
769,3164,0,1,2,20,24.0,35,0
770,3164,0,1,2,20,30.0,20,0
771,3164,0,1,2,20,35.0,19,0
772,3165,0,1,2,20,40.0,17,0
773,3164,0,1,2,30,48.0,7,0
776,3164,0,1,2,40,35.0,18,0
777,3164,0,1,2,40,50.0,5,0
778,3164,0,1,2,40,40.0,14,0
779,3165,0,1,2,10,52.0,6,0
780,3164,0,1,2,30,35.0,12,0
781,3336,0,1,2,10,7.0,42,0
782,3337,0,1,2,10,41.0,16,0
783,3337,0,1,2,20,42.0,16,0
784,3336,0,1,2,40,31.0,24,0
785,3337,0,1,2,40,41.0,19,0
786,3337,0,1,2,40,31.0,23,0
787,3337,0,1,2,80,36.0,10,0
788,3516,0,1,2,20,11.0,44,0
789,3516,0,1,2,20,15.0,44,0
790,3515,0,1,2,20,43.0,13,0
791,3516,0,1,2,50,42.0,24,0
793,3702,0,1,2,20,10.0,48,1
795,3702,0,1,2,30,29.0,21,0
796,3702,0,1,2,20,46.0,16,0
797,3895,0,1,2,20,36.0,25,0
798,3895,0,1,2,20,51.0,11,0
799,4096,0,1,2,10,47.0,15,0
801,150,1,0,2,40,16.0,1,0
802,168,1,0,2,20,16.0,5,0
804,168,1,0,2,40,16.0,5,0
805,188,1,0,2,15,15.0,7,0
807,232,1,0,2,10,5.0,2,0
808,232,1,0,2,40,23.0,2,0
810,256,1,0,2,10,14.0,2,0
811,256,1,0,2,20,19.0,5,0
812,256,1,0,2,40,16.0,5,0
813,256,1,0,2,40,19.0,8,0
814,257,1,0,2,70,23.0,5,0
815,283,1,0,2,20,22.0,4,0
816,283,1,0,2,30,19.0,6,0
817,283,1,0,2,30,27.0,0,0
818,311,1,0,2,10,16.0,10,0
819,311,1,0,2,30,20.0,1,0
820,312,1,0,2,40,20.0,10,0
821,311,1,0,2,60,20.0,4,0
822,342,1,0,2,5,22.0,4,0
823,342,1,0,2,10,17.0,6,0
824,342,1,0,2,15,17.0,6,0
825,342,1,0,2,20,19.0,6,0
826,342,1,0,2,20,27.0,3,0
829,375,1,0,2,10,15.0,13,0
830,375,1,0,2,10,22.0,4,0
831,375,1,0,2,20,20.0,3,0
832,375,1,0,2,20,25.0,0,0
833,375,1,0,2,20,28.0,2,0
834,375,1,0,2,20,29.0,0,0
835,375,1,0,2,25,26.0,0,0
836,375,1,0,2,30,9.0,12,0
837,375,1,0,2,30,29.0,2,0
838,411,1,0,2,5,20.0,9,0
839,410,1,0,2,10,18.0,5,0
842,448,1,0,2,10,7.0,4,0
843,448,1,0,2,10,15.0,10,0
844,448,1,0,2,10,26.0,7,0
845,448,1,0,2,15,24.0,2,0
846,448,1,0,2,20,6.0,16,0
850,488,1,0,2,15,32.0,0,0
851,488,1,0,2,20,13.0,9,0
853,488,1,0,2,30,19.0,13,0
854,489,1,0,2,30,21.0,2,0
856,488,1,0,2,30,23.0,7,0
857,488,1,0,2,40,13.0,15,0
858,488,1,0,2,40,29.0,2,0
859,488,1,0,2,40,34.0,2,0
860,488,1,0,2,45,31.0,0,0
861,489,1,0,2,60,27.0,3,0
862,531,1,0,2,5,6.0,13,0
863,531,1,0,2,10,17.0,16,0
864,531,1,0,2,15,22.0,0,0
865,531,1,0,2,15,29.0,2,0
866,531,1,0,2,15,29.0,3,0
867,531,1,0,2,20,10.0,10,0
868,531,1,0,2,25,16.0,14,0
869,531,1,0,2,30,15.0,12,0
871,531,1,0,2,50,23.0,11,0
872,531,1,0,2,60,31.0,1,0
873,531,1,0,2,40,13.0,14,0
874,577,1,0,2,5,13.0,19,0
875,577,1,0,2,5,18.0,11,0
876,577,1,0,2,10,7.0,7,0
877,577,1,0,2,10,16.0,14,0
878,577,1,0,2,15,7.0,19,0
879,577,1,0,2,20,17.0,3,0
880,577,1,0,2,20,18.0,16,0
881,577,1,0,2,20,20.0,9,0
882,577,1,0,2,20,29.0,6,0
883,577,1,0,2,30,23.0,10,0
884,577,1,0,2,40,20.0,10,0
885,625,1,0,2,5,10.0,20,0
886,625,1,0,2,10,10.0,7,0
887,625,1,0,2,10,10.0,14,0
888,625,1,0,2,15,17.0,15,0
889,625,1,0,2,15,30.0,2,0
890,625,1,0,2,20,22.0,7,0
891,626,1,0,2,20,23.0,13,0
892,626,1,0,2,30,31.0,4,0
893,626,1,0,2,30,35.0,0,0
894,626,1,0,2,45,29.0,1,0
895,677,1,0,2,15,22.0,12,0
896,677,1,0,2,10,23.0,11,0
897,677,1,0,2,10,24.0,2,0
898,677,1,0,2,10,25.0,3,0
899,677,1,0,2,15,11.0,18,0
901,677,1,0,2,20,20.0,7,0
902,677,1,0,2,20,22.0,5,0
903,677,1,0,2,30,22.0,15,0
904,677,1,0,2,60,22.0,13,0
905,732,1,0,2,5,6.0,22,0
906,732,1,0,2,5,25.0,9,0
907,732,1,0,2,10,16.0,17,0
908,731,1,0,2,10,22.0,12,0
909,731,1,0,2,10,25.0,7,0
910,732,1,0,2,20,14.0,16,0
911,732,1,0,2,20,25.0,3,0
912,732,1,0,2,20,32.0,1,0
914,732,1,0,2,20,37.0,0,0
915,731,1,0,2,30,17.0,14,0
916,731,1,0,2,30,24.0,12,0
918,732,1,0,2,40,14.0,20,0
919,731,1,0,2,40,24.0,15,0
920,789,1,0,2,10,17.0,15,0
921,790,1,0,2,10,30.0,7,0
922,790,1,0,2,15,20.0,8,0
923,790,1,0,2,20,18.0,15,0
924,789,1,0,2,20,32.0,3,0
925,789,1,0,2,40,25.0,8,0
926,789,1,0,2,40,26.0,0,0
927,789,1,0,2,40,34.0,2,0
928,851,1,0,2,10,30.0,6,0
929,851,1,0,2,10,35.0,3,0
930,851,1,0,2,15,18.0,1,0
931,851,1,0,2,15,26.0,15,0
932,851,1,0,2,20,5.0,7,0
933,851,1,0,2,20,18.0,4,0
934,850,1,0,2,20,19.0,21,0
935,851,1,0,2,20,37.0,2,0
936,851,1,0,2,25,35.0,5,0
937,851,1,0,2,30,20.0,14,0
938,851,1,0,2,40,21.0,15,0
939,851,1,0,2,40,33.0,6,0
941,851,1,0,2,60,35.0,3,0
942,851,1,0,2,10,22.0,12,0
943,915,1,0,2,5,10.0,15,0
944,915,1,0,2,5,20.0,16,0
945,915,1,0,2,10,10.0,24,0
946,915,1,0,2,10,25.0,2,0
947,915,1,0,2,20,19.0,14,0
948,915,1,0,2,20,26.0,6,0
949,915,1,0,2,20,33.0,3,0
950,916,1,0,2,20,33.0,7,0
951,915,1,0,2,20,35.0,5,0
952,916,1,0,2,30,13.0,23,0
953,916,1,0,2,30,21.0,0,0
955,915,1,0,2,40,35.0,6,0
956,984,1,0,2,5,20.0,16,0
957,984,1,0,2,10,5.0,26,0
958,984,1,0,2,10,22.0,16,0
959,984,1,0,2,15,15.0,16,0
960,984,1,0,2,15,16.0,14,0
961,984,1,0,2,15,23.0,4,0
962,984,1,0,2,20,31.0,13,0
964,984,1,0,2,25,35.0,2,0
965,984,1,0,2,30,25.0,13,0
966,984,1,0,2,45,12.0,25,0
968,984,1,0,2,50,36.0,2,0
969,984,1,0,2,60,24.0,14,0
970,984,1,0,2,20,34.0,4,0
971,1056,1,0,2,5,11.0,22,0
972,1056,1,0,2,10,10.0,25,0
973,1056,1,0,2,10,32.0,4,0
974,1056,1,0,2,10,35.0,4,0
975,1056,1,0,2,10,37.0,5,0
976,1056,1,0,2,20,19.0,20,0
977,1056,1,0,2,20,24.0,16,0
979,1056,1,0,2,20,34.0,7,0
980,1056,1,0,2,30,33.0,7,0
981,1056,1,0,2,40,26.0,1,0
982,1056,1,0,2,60,18.0,22,0
983,1056,1,0,2,60,43.0,0,0
984,1056,1,0,2,60,17.0,22,0
985,1132,1,0,2,5,10.0,2,0
986,1132,1,0,2,5,16.0,26,0
987,1132,1,0,2,10,11.0,27,0
988,1132,1,0,2,10,23.0,16,0
989,1132,1,0,2,10,30.0,11,0
990,1132,1,0,2,15,21.0,21,0
991,1132,1,0,2,15,29.0,3,0
992,1132,1,0,2,20,16.0,21,0
993,1132,1,0,2,20,39.0,4,0
994,1132,1,0,2,60,31.0,10,0
995,1132,1,0,2,60,33.0,4,0
998,1212,1,0,2,10,5.0,19,0
999,1212,1,0,2,15,11.0,25,0
1000,1212,1,0,2,15,29.0,10,0
1001,1212,1,0,2,15,31.0,10,0
1002,1212,1,0,2,15,33.0,10,0
1003,1212,1,0,2,20,10.0,25,0
1004,1212,1,0,2,20,19.0,20,0
1005,1212,1,0,2,20,23.0,16,0
1006,1212,1,0,2,20,24.0,20,0
1007,1212,1,0,2,20,30.0,9,0
1008,1212,1,0,2,20,32.0,8,0
1009,1212,1,0,2,20,35.0,9,0
1010,1296,1,0,2,5,14.0,29,0
1011,1297,1,0,2,5,40.0,1,0
1012,1297,1,0,2,10,10.0,4,0
1013,1297,1,0,2,10,14.0,18,0
1014,1296,1,0,2,10,27.0,12,0
1015,1296,1,0,2,10,47.0,3,0
1016,1297,1,0,2,15,15.0,26,0
1017,1297,1,0,2,15,16.0,20,0
1018,1297,1,0,2,20,10.0,10,0
1019,1296,1,0,2,20,12.0,18,0
1020,1296,1,0,2,20,12.0,21,0
1021,1296,1,0,2,20,17.0,23,0
1022,1296,1,0,2,20,20.0,8,0
1023,1297,1,0,2,20,28.0,14,0
1024,1297,1,0,2,20,34.0,9,0
1026,1297,1,0,2,20,43.0,2,0
1027,1296,1,0,2,25,40.0,0,0
1028,1297,1,0,2,30,23.0,20,0
1030,1296,1,0,2,40,37.0,3,0
1031,1296,1,0,2,40,37.0,9,0
1032,1297,1,0,2,10,44.0,0,0
1033,1385,1,0,2,10,10.0,21,0
1034,1385,1,0,2,10,32.0,11,0
1035,1385,1,0,2,10,33.0,11,0
1036,1385,1,0,2,10,40.0,4,0
1037,1385,1,0,2,15,5.0,26,0
1038,1385,1,0,2,15,32.0,5,0
1039,1385,1,0,2,20,14.0,28,0
1040,1385,1,0,2,20,23.0,21,0
1041,1385,1,0,2,20,24.0,0,0
1042,1385,1,0,2,20,26.0,16,0
1043,1385,1,0,2,20,35.0,6,0
1044,1385,1,0,2,20,41.0,1,0
1046,1385,1,0,2,30,27.0,16,0
1048,1385,1,0,2,50,39.0,7,0
1049,1385,1,0,2,10,38.0,7,0
1050,1385,1,0,2,40,37.0,4,0
1051,1478,1,0,2,5,13.0,24,0
1052,1478,1,0,2,5,23.0,21,0
1053,1478,1,0,2,10,13.0,29,0
1054,1478,1,0,2,10,16.0,27,0
1055,1478,1,0,2,10,17.0,7,0
1056,1478,1,0,2,10,43.0,3,0
1058,1478,1,0,2,20,18.0,15,0
1059,1478,1,0,2,20,30.0,16,0
1060,1478,1,0,2,20,35.0,6,0
1061,1478,1,0,2,20,40.0,3,0
1062,1478,1,0,2,30,34.0,7,0
1063,1478,1,0,2,40,35.0,7,0
1064,1478,1,0,2,45,25.0,14,0
1066,1478,1,0,2,50,50.0,2,0
1067,1478,1,0,2,60,41.0,8,0
1068,1478,1,0,2,15,29.0,11,0
1069,1576,1,0,2,20,40.0,6,0
1070,1575,1,0,2,5,35.0,13,0
1071,1576,1,0,2,5,36.0,10,0
1072,1575,1,0,2,10,7.0,21,0
1073,1576,1,0,2,20,34.0,9,0
1076,1575,1,0,2,30,28.0,11,0
1077,1576,1,0,2,40,37.0,4,0
1078,1576,1,0,2,10,28.0,5,0
1079,1678,1,0,2,10,40.0,7,0
1080,1678,1,0,2,5,35.0,1,0
1081,1678,1,0,2,10,23.0,25,0
1082,1678,1,0,2,10,30.0,19,0
1083,1678,1,0,2,10,36.0,14,0
1084,1678,1,0,2,10,48.0,1,0
1085,1678,1,0,2,15,20.0,14,0
1086,1678,1,0,2,20,16.0,18,0
1087,1678,1,0,2,20,20.0,28,0
1088,1678,1,0,2,20,24.0,19,0
1089,1678,1,0,2,20,28.0,16,0
1090,1678,1,0,2,20,37.0,9,0
1091,1678,1,0,2,30,34.0,12,0
1093,1678,1,0,2,40,44.0,0,0
1094,1785,1,0,2,5,15.0,13,0
1095,1785,1,0,2,10,10.0,11,0
1096,1786,1,0,2,10,21.0,26,0
1097,1785,1,0,2,10,35.0,14,0
1098,1785,1,0,2,10,39.0,6,0
1099,1786,1,0,2,15,28.0,17,0
1100,1786,1,0,2,15,43.0,5,0
1101,1785,1,0,2,20,25.0,12,0
1102,1785,1,0,2,20,30.0,20,0
1103,1785,1,0,2,20,33.0,14,0
1104,1785,1,0,2,40,38.0,1,0
1105,1898,1,0,2,5,40.0,6,0
1106,1898,1,0,2,10,13.0,8,0
1107,1898,1,0,2,10,27.0,18,0
1108,1898,1,0,2,20,15.0,5,0
1109,1898,1,0,2,20,42.0,11,0
1110,1898,1,0,2,30,42.0,6,0
1111,1898,1,0,2,40,23.0,22,0
1112,1898,1,0,2,20,25.0,20,0
1113,1898,1,0,2,20,20.0,4,0
1115,1898,1,0,2,40,32.0,10,0
1116,2016,1,0,2,10,6.0,9,0
1117,2015,1,0,2,10,14.0,36,0
1118,2016,1,0,2,10,34.0,5,0
1119,2015,1,0,2,10,42.0,5,0
1120,2016,1,0,2,15,27.0,23,0
1121,2015,1,0,2,15,51.0,1,0
1123,2016,1,0,2,30,35.0,18,0
1124,2016,1,0,2,40,53.0,1,0
1125,2016,1,0,2,20,42.0,7,0
1126,2139,1,0,2,5,35.0,4,0
1127,2139,1,0,2,10,5.0,23,0
1128,2139,1,0,2,10,32.0,14,0
1130,2139,1,0,2,15,31.0,18,0
1131,2138,1,0,2,20,15.0,28,0
1132,2138,1,0,2,20,26.0,17,0
1133,2138,1,0,2,40,25.0,27,0
1135,2267,1,0,2,10,22.0,29,0
1136,2267,1,0,2,10,40.0,3,0
1137,2267,1,0,2,10,42.0,10,0
1138,2267,1,0,2,10,48.0,5,0
1139,2267,1,0,2,20,20.0,14,0
1140,2267,1,0,2,20,34.0,8,0
1141,2267,1,0,2,25,40.0,9,0
1142,2267,1,0,2,40,39.0,9,0
1143,2402,1,0,2,10,35.0,17,0
1144,2401,1,0,2,10,41.0,5,0
1145,2401,1,0,2,10,42.0,12,0
1146,2402,1,0,2,15,20.0,35,0
1148,2402,1,0,2,20,18.0,27,0
1150,2402,1,0,2,30,47.0,5,0
1151,2401,1,0,2,30,12.0,20,0
1152,2541,1,0,2,5,37.0,11,0
1153,2541,1,0,2,10,27.0,19,0
1154,2542,1,0,2,20,10.0,12,0
1155,2542,1,0,2,20,18.0,26,0
1156,2542,1,0,2,25,51.0,4,0
1157,2542,1,0,2,30,48.0,5,0
1158,2688,1,0,2,10,32.0,10,0
1159,2688,1,0,2,20,29.0,17,0
1160,2688,1,0,2,20,40.0,11,0
1162,2840,1,0,2,5,14.0,25,0
1163,2840,1,0,2,5,50.0,5,0
1164,2840,1,0,2,15,29.0,16,0
1165,2840,1,0,2,20,20.0,8,0
1166,2840,1,0,2,20,46.0,2,0
1167,2840,1,0,2,25,20.0,31,0
1168,2840,1,0,2,20,44.0,5,0
1169,2840,1,0,2,20,50.0,2,0
1170,2999,1,0,2,10,25.0,29,0
1171,2999,1,0,2,20,8.0,38,0
1172,2999,1,0,2,20,14.0,20,0
1174,2999,1,0,2,30,55.0,0,0
1175,2999,1,0,2,5,34.0,19,0
1176,3516,1,0,2,5,28.0,28,0
1178,3702,1,0,2,20,5.0,38,0
1179,4096,1,0,2,5,40.0,10,0
1180,168,0,1,1,0,0.0,0,1
1181,231,1,1,1,0,0.0,0,1
1182,283,1,1,1,0,0.0,0,1
1183,375,0,0,1,0,0.0,0,1
1184,577,0,0,1,0,0.0,0,1
1185,577,1,0,1,0,0.0,0,1
1186,626,0,0,1,0,0.0,0,1
1188,790,1,0,1,0,0.0,0,1
1189,915,0,0,1,0,0.0,0,1
1190,915,0,1,1,0,0.0,0,1
1191,1132,1,0,1,0,0.0,0,1
1192,1297,1,0,1,0,0.0,0,1
1193,1898,0,0,1,0,0.0,0,1
1194,2015,0,0,1,0,0.0,0,1
1196,2267,0,0,1,0,0.0,0,1
1197,2401,0,1,1,0,0.0,0,1
1198,2542,0,1,1,0,0.0,0,1
1199,2999,0,0,1,0,0.0,0,1
1200,3164,0,1,1,0,0.0,0,1
1201,3165,1,0,1,0,0.0,0,1
1202,3702,0,1,1,0,0.0,0,1
1203,150,0,0,3,40,18.0,0,0
1204,151,0,1,3,10,12.0,0,0
1205,150,0,1,3,25,27.0,0,0
1206,150,0,1,3,30,13.0,0,0
1207,150,0,1,3,50,21.0,0,0
1208,188,0,0,3,15,23.0,0,0
1209,188,0,0,3,25,18.0,0,0
1210,188,0,0,3,30,20.0,0,0
1211,188,0,0,3,40,13.0,0,0
1212,188,0,1,3,60,24.0,0,0
1213,209,0,1,3,20,19.0,0,0
1214,209,0,1,3,5,27.0,0,0
1215,232,0,0,3,30,15.0,0,0
1216,231,0,1,3,25,17.0,0,0
1217,257,0,0,3,50,26.0,0,0
1218,257,0,1,3,40,15.0,0,0
1219,283,0,0,3,30,26.0,0,0
1220,283,0,0,3,60,26.0,0,0
1221,283,0,1,3,40,25.0,0,0
1222,312,0,0,3,15,27.0,0,0
1224,342,0,0,3,40,35.0,0,0
1225,342,0,1,3,15,15.0,0,0
1226,342,0,1,3,15,26.0,0,0
1227,342,0,1,3,15,31.0,0,0
1228,342,0,1,3,30,18.0,0,0
1229,342,0,1,3,80,26.0,0,0
1230,375,0,0,3,5,28.0,0,0
1231,375,0,0,3,30,22.0,0,0
1232,375,0,0,3,20,21.0,0,0
1233,375,0,1,3,30,24.0,0,0
1234,410,0,0,3,25,37.0,0,0
1235,410,0,0,3,50,24.0,0,0
1236,411,0,0,3,50,29.0,0,0
1237,410,0,1,3,30,20.0,0,0
1238,410,0,1,3,20,29.0,0,0
1239,411,0,1,3,20,27.0,0,0
1240,448,0,0,3,10,23.0,0,0
1241,448,0,0,3,10,24.0,0,0
1242,448,0,0,3,10,26.0,0,0
1243,448,0,0,3,50,34.0,0,0
1244,448,0,0,3,60,36.0,0,0
1245,448,0,0,3,80,25.0,0,0
1246,448,0,0,3,80,33.0,0,0
1247,448,0,0,3,20,31.0,0,0
1249,448,0,1,3,15,23.0,0,0
1250,448,0,1,3,20,26.0,0,0
1251,448,0,1,3,20,29.0,0,0
1255,448,0,1,3,40,34.0,0,0
1256,448,0,1,3,45,25.0,0,0
1257,448,0,1,3,90,25.0,0,0
1258,448,0,1,3,40,24.0,0,0
1259,488,0,0,3,10,6.0,0,0
1260,488,0,0,3,10,32.0,0,0
1261,488,0,0,3,15,27.0,0,0
1262,489,0,0,3,30,22.0,0,0
1263,489,0,0,3,30,32.0,0,0
1264,488,0,1,3,80,25.0,0,0
1265,488,0,1,3,30,27.0,0,0
1266,531,0,0,3,10,32.0,0,0
1267,531,0,0,3,15,22.0,0,0
1270,531,0,0,3,50,27.0,0,0
1271,531,0,1,3,20,38.0,0,0
1272,531,0,1,3,40,11.0,0,0
1273,531,0,1,3,40,40.0,0,0
1274,531,0,1,3,40,27.0,0,0
1275,577,0,0,3,15,36.0,0,0
1276,577,0,0,3,20,18.0,0,0
1277,577,0,0,3,20,21.0,0,0
1278,577,0,0,3,25,31.0,0,0
1279,577,0,0,3,25,34.0,0,0
1281,577,0,0,3,25,33.0,0,0
1282,577,0,1,3,5,33.0,0,0
1283,577,0,1,3,20,31.0,0,0
1284,577,0,1,3,40,21.0,0,0
1285,577,0,1,3,40,22.0,0,0
1287,577,0,1,3,60,36.0,0,0
1288,577,0,1,3,30,34.0,0,0
1290,625,0,0,3,30,29.0,0,0
1291,625,0,0,3,60,42.0,0,0
1292,625,0,1,3,5,34.0,0,0
1293,625,0,1,3,35,30.0,0,0
1294,625,0,1,3,35,36.0,0,0
1295,626,0,1,3,45,32.0,0,0
1297,626,0,1,3,60,22.0,0,0
1298,626,0,1,3,30,28.0,0,0
1301,677,0,0,3,40,36.0,0,0
1302,677,0,0,3,20,35.0,0,1
1303,677,0,0,3,10,29.0,0,0
1305,677,0,1,3,15,37.0,0,0
1306,677,0,1,3,20,30.0,0,1
1308,677,0,1,3,40,39.0,0,0
1309,677,0,1,3,40,38.0,0,0
1310,731,0,0,3,10,26.0,0,0
1312,732,0,0,3,25,41.0,0,0
1313,731,0,0,3,50,30.0,0,0
1314,732,0,0,3,30,40.0,0,0
1315,732,0,1,3,5,38.0,0,0
1316,732,0,1,3,15,18.0,0,0
1317,732,0,1,3,15,34.0,0,0
1318,732,0,1,3,25,21.0,0,0
1319,731,0,1,3,40,28.0,0,0
1320,789,0,0,3,5,30.0,0,0
1321,789,0,0,3,30,34.0,0,0
1322,789,0,0,3,60,33.0,0,0
1323,789,0,0,3,80,40.0,0,0
1324,789,0,0,3,20,37.0,0,1
1325,790,0,0,3,25,43.0,0,0
1326,790,0,0,3,40,34.0,0,0
1327,789,0,1,3,15,38.0,0,0
1329,790,0,1,3,45,34.0,0,0
1332,790,0,1,3,60,40.0,0,0
1333,851,0,0,3,20,43.0,0,0
1334,851,0,0,3,40,34.0,0,0
1336,851,0,0,3,40,45.0,0,0
1338,851,0,1,3,15,45.0,0,0
1340,851,0,1,3,30,16.0,0,0
1341,851,0,1,3,40,39.0,0,1
1342,851,0,1,3,20,41.0,0,0
1344,851,0,1,3,40,36.0,0,0
1345,916,0,0,3,15,25.0,0,0
1346,915,0,0,3,30,43.0,0,0
1347,916,0,0,3,35,21.0,0,0
1349,915,0,0,3,40,40.0,0,1
1350,915,0,0,3,20,35.0,0,1
1351,915,0,0,3,20,40.0,0,1
1352,915,0,1,3,30,44.0,0,0
1353,915,0,1,3,45,36.0,0,0
1354,915,0,1,3,20,30.0,0,1
1355,984,0,0,3,5,25.0,0,0
1356,984,0,0,3,10,44.0,0,0
1357,984,0,0,3,20,28.0,0,0
1358,984,0,0,3,20,32.0,0,0
1359,984,0,0,3,35,44.0,0,0
1360,984,0,0,3,50,41.0,0,0
1361,984,0,0,3,40,29.0,0,0
1362,984,0,1,3,5,43.0,0,0
1363,984,0,1,3,40,42.0,0,1
1364,984,0,1,3,40,45.0,0,0
1365,1056,0,0,3,5,39.0,0,0
1366,1056,0,0,3,10,29.0,0,0
1367,1056,0,0,3,25,35.0,0,0
1368,1056,0,0,3,20,41.0,0,1
1369,1056,0,0,3,35,43.0,0,0
1370,1056,0,0,3,30,40.0,0,1
1371,1056,0,1,3,5,33.0,0,0
1372,1056,0,1,3,10,12.0,0,0
1373,1056,0,1,3,20,27.0,0,0
1375,1056,0,1,3,20,34.0,0,0
1376,1056,0,1,3,20,38.0,0,0
1377,1056,0,1,3,40,40.0,0,1
1379,1132,0,0,3,20,18.0,0,0
1380,1132,0,0,3,30,16.0,0,0
1381,1132,0,0,3,50,42.0,0,0
1382,1132,0,0,3,20,50.0,0,1
1383,1132,0,0,3,20,43.0,0,1
1384,1132,0,0,3,30,42.0,0,1
1385,1132,0,1,3,10,37.0,0,0
1386,1132,0,1,3,10,48.0,0,0
1388,1132,0,1,3,15,43.0,0,0
1389,1132,0,1,3,25,45.0,0,0
1390,1132,0,1,3,60,43.0,0,0
1391,1132,0,1,3,40,40.0,0,1
1392,1212,0,0,3,15,39.0,0,0
1393,1212,0,0,3,20,25.0,0,0
1394,1212,0,0,3,30,50.0,0,0
1395,1212,0,0,3,40,41.0,0,1
1396,1212,0,0,3,10,46.0,0,0
1397,1212,0,0,3,30,43.0,0,1
1398,1212,0,1,3,20,38.0,0,0
1399,1212,0,1,3,35,41.0,0,0
1401,1212,0,1,3,45,48.0,0,0
1402,1212,0,1,3,5,44.0,0,0
1403,1212,0,1,3,20,41.0,0,1
1404,1297,0,0,3,20,35.0,0,1
1405,1297,0,0,3,10,46.0,0,0
1408,1296,0,0,3,10,44.0,0,0
1409,1296,0,0,3,30,46.0,0,1
1410,1297,0,0,3,30,43.0,0,1
1411,1296,0,0,3,45,41.0,0,0
1413,1297,0,1,3,35,32.0,0,0
1414,1296,0,1,3,50,45.0,0,0
1415,1296,0,1,3,5,43.0,0,0
1416,1296,0,1,3,20,40.0,0,1
1417,1385,0,0,3,10,41.0,0,0
1418,1385,0,0,3,40,32.0,0,0
1419,1385,0,0,3,20,45.0,0,1
1420,1385,0,0,3,20,20.0,0,0
1421,1385,0,0,3,15,42.0,0,0
1422,1385,0,1,3,20,49.0,0,1
1423,1385,0,1,3,25,16.0,0,0
1424,1385,0,1,3,30,39.0,0,0
1425,1478,0,0,3,5,40.0,0,0
1426,1478,0,0,3,10,53.0,0,0
1428,1478,0,0,3,55,41.0,0,0
1429,1478,0,0,3,30,40.0,0,1
1430,1478,0,0,3,30,47.0,0,1
1431,1478,0,0,3,60,49.0,0,0
1432,1478,0,1,3,5,43.0,0,0
1433,1478,0,1,3,5,46.0,0,0
1434,1478,0,1,3,10,37.0,0,0
1435,1478,0,1,3,35,46.0,0,0
1437,1478,0,1,3,60,49.0,0,0
1438,1576,0,0,3,5,20.0,0,0
1439,1575,0,0,3,15,45.0,0,1
1440,1575,0,0,3,40,45.0,0,1
1441,1575,0,0,3,10,48.0,0,0
1442,1576,0,0,3,20,47.0,0,1
1443,1576,0,0,3,30,47.0,0,1
1444,1576,0,0,3,20,49.0,0,1
1445,1576,0,1,3,20,23.0,0,0
1446,1576,0,1,3,20,37.0,0,0
1447,1576,0,1,3,25,23.0,0,0
1448,1575,0,1,3,35,49.0,0,0
1449,1575,0,1,3,40,35.0,0,0
1450,1575,0,1,3,35,47.0,0,0
1451,1576,0,1,3,20,41.0,0,1
1452,1678,0,0,3,5,40.0,0,0
1453,1678,0,0,3,15,42.0,0,0
1454,1678,0,0,3,60,44.0,0,0
1456,1678,0,0,3,20,54.0,0,0
1457,1678,0,0,3,20,46.0,0,1
1458,1678,0,1,3,50,37.0,0,0
1459,1678,0,1,3,20,46.0,0,1
1461,1785,0,0,3,40,43.0,0,0
1462,1786,0,0,3,50,48.0,0,0
1463,1786,0,0,3,15,45.0,0,0
1464,1786,0,0,3,20,49.0,0,1
1465,1786,0,1,3,20,47.0,0,1
1466,1785,0,1,3,5,49.0,0,0
1467,1786,0,1,3,40,42.0,0,0
1468,1898,0,0,3,5,45.0,0,0
1469,1898,0,0,3,20,41.0,0,1
1470,1898,0,0,3,40,44.0,0,1
1471,1898,0,0,3,60,45.0,0,0
1472,1898,0,0,3,10,45.0,0,1
1473,1898,0,0,3,40,47.0,0,1
1474,1898,0,1,3,5,52.0,0,0
1475,1898,0,1,3,10,47.0,0,0
1476,1898,0,1,3,25,37.0,0,0
1477,1898,0,1,3,40,52.0,0,0
1478,1898,0,1,3,20,35.0,0,0
1479,2016,0,0,3,10,56.0,0,0
1480,2015,0,0,3,20,25.0,0,0
1481,2016,0,0,3,25,52.0,0,0
1482,2015,0,0,3,35,42.0,0,0
1484,2015,0,0,3,15,42.0,0,0
1485,2016,0,0,3,20,47.0,0,1
1486,2015,0,0,3,20,51.0,0,1
1488,2015,0,0,3,40,45.0,0,1
1489,2015,0,1,3,20,53.0,0,1
