,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,previsao_dano_na_plantacao
80458,SCROP80459,1296,0,1,2,55,40.0,5,3,0
80459,SCROP80460,1296,0,1,2,20,13.0,17,3,0
80460,SCROP80461,1296,0,1,2,20,23.0,16,3,0
80461,SCROP80462,1296,0,1,2,20,31.0,17,3,0
80462,SCROP80463,1296,0,1,2,20,43.0,5,1,0
80463,SCROP80464,1297,0,1,2,45,41.0,2,3,0
80464,SCROP80465,1385,0,1,2,15,10.0,21,2,0
80465,SCROP80466,1385,0,1,2,5,20.0,1,1,0
80466,SCROP80467,1385,0,1,2,10,14.0,25,3,0
80467,SCROP80468,1385,0,1,2,10,23.0,21,2,0
80468,SCROP80469,1385,0,1,2,10,24.0,17,1,0
80469,SCROP80470,1385,0,1,2,10,26.0,19,2,0
80470,SCROP80471,1385,0,1,2,15,19.0,18,3,0
80471,SCROP80472,1385,0,1,2,15,24.0,17,3,0
80472,SCROP80473,1385,0,1,2,20,19.0,16,2,0
80473,SCROP80474,1385,0,1,2,20,19.0,23,1,0
80474,SCROP80475,1385,0,1,2,20,20.0,20,2,0
80475,SCROP80476,1385,0,1,2,20,22.0,14,3,0
80476,SCROP80477,1385,0,1,2,20,,20,1,0
80477,SCROP80478,1385,0,1,2,20,25.0,21,1,0
80478,SCROP80479,1385,0,1,2,20,28.0,13,2,0
80479,SCROP80480,1385,0,1,2,20,43.0,2,1,0
80480,SCROP80481,1385,0,1,2,20,44.0,1,3,0
80481,SCROP80482,1385,0,1,2,25,14.0,29,2,0
80482,SCROP80483,1385,0,1,2,25,20.0,11,2,0
80483,SCROP80484,1385,0,1,2,25,30.0,16,1,0
80484,SCROP80485,1385,0,1,2,30,10.0,31,2,0
80485,SCROP80486,1385,0,1,2,30,28.0,11,1,0
80486,SCROP80487,1385,0,1,2,35,30.0,14,2,0
80487,SCROP80488,1385,0,1,2,40,19.0,23,2,0
80488,SCROP80489,1385,0,1,2,40,,14,2,0
80489,SCROP80490,1385,0,1,2,40,31.0,15,2,0
80490,SCROP80491,1385,0,1,2,40,44.0,0,2,0
80491,SCROP80492,1385,0,1,2,45,32.0,11,2,0
80492,SCROP80493,1385,0,1,2,60,35.0,10,2,0
80493,SCROP80494,1385,0,1,2,5,5.0,11,1,0
80494,SCROP80495,1385,0,1,2,15,15.0,4,2,0
80495,SCROP80496,1385,0,1,2,50,39.0,6,1,0
80496,SCROP80497,1385,0,1,2,40,23.0,21,1,0
80497,SCROP80498,1385,0,1,2,40,41.0,5,2,0
80498,SCROP80499,1478,0,1,2,10,24.0,22,2,0
80499,SCROP80500,1478,0,1,2,5,20.0,16,2,0
80500,SCROP80501,1478,0,1,2,5,20.0,22,1,0
80501,SCROP80502,1478,0,1,2,10,14.0,28,2,0
80502,SCROP80503,1478,0,1,2,10,25.0,15,1,0
80503,SCROP80504,1478,0,1,2,10,33.0,7,1,0
80504,SCROP80505,1478,0,1,2,10,35.0,0,3,0
80505,SCROP80506,1478,0,1,2,15,10.0,20,1,0
80506,SCROP80507,1478,0,1,2,15,16.0,18,2,0
80507,SCROP80508,1478,0,1,2,15,17.0,28,2,0
80508,SCROP80509,1478,0,1,2,15,20.0,24,3,0
80509,SCROP80510,1478,0,1,2,20,8.0,28,2,0
80510,SCROP80511,1478,0,1,2,20,12.0,32,3,0
80511,SCROP80512,1478,0,1,2,20,22.0,26,2,0
80512,SCROP80513,1478,0,1,2,20,28.0,18,2,0
80513,SCROP80514,1478,0,1,2,30,13.0,29,2,0
80514,SCROP80515,1478,0,1,2,30,32.0,2,3,0
80515,SCROP80516,1478,0,1,2,40,44.0,2,2,0
80516,SCROP80517,1478,0,1,2,45,29.0,14,3,0
80517,SCROP80518,1478,0,1,2,60,31.0,14,3,0
80518,SCROP80519,1478,0,1,2,60,37.0,5,1,0
80519,SCROP80520,1478,0,1,2,60,,10,1,0
80520,SCROP80521,1478,0,1,2,40,10.0,13,1,0
80521,SCROP80522,1478,0,1,2,20,30.0,14,2,0
80522,SCROP80523,1478,0,1,2,30,35.0,6,2,0
80523,SCROP80524,1478,0,1,2,20,32.0,12,3,0
80524,SCROP80525,1576,0,1,2,5,12.0,25,2,0
80525,SCROP80526,1576,0,1,2,5,30.0,18,1,0
80526,SCROP80527,1575,0,1,2,10,7.0,28,2,0
80527,SCROP80528,1576,0,1,2,10,,22,1,0
80528,SCROP80529,1576,0,1,2,10,20.0,26,1,0
80529,SCROP80530,1576,0,1,2,10,26.0,19,2,0
80530,SCROP80531,1575,0,1,2,15,41.0,6,2,0
80531,SCROP80532,1576,0,1,2,20,14.0,28,2,0
80532,SCROP80533,1576,0,1,2,20,29.0,10,2,0
80533,SCROP80534,1575,0,1,2,20,29.0,13,2,0
80534,SCROP80535,1576,0,1,2,20,35.0,13,1,0
80535,SCROP80536,1575,0,1,2,20,36.0,2,2,0
80536,SCROP80537,1576,0,1,2,20,,5,1,0
80537,SCROP80538,1576,0,1,2,30,22.0,18,1,0
80538,SCROP80539,1576,0,1,2,30,,12,1,0
80539,SCROP80540,1575,0,1,2,30,37.0,4,2,0
80540,SCROP80541,1575,0,1,2,40,9.0,28,2,0
80541,SCROP80542,1575,0,1,2,40,15.0,26,3,0
80542,SCROP80543,1575,0,1,2,60,36.0,12,2,0
80543,SCROP80544,1576,0,1,2,60,40.0,5,1,0
80544,SCROP80545,1576,0,1,2,20,42.0,7,2,0
80545,SCROP80546,1575,0,1,2,40,39.0,3,3,0
80546,SCROP80547,1576,0,1,2,30,35.0,11,2,0
80547,SCROP80548,1576,0,1,2,80,28.0,20,2,0
80548,SCROP80549,1678,0,1,2,25,32.0,12,3,0
80549,SCROP80550,1678,0,1,2,30,,14,3,0
80550,SCROP80551,1678,0,1,2,5,14.0,33,3,0
80551,SCROP80552,1678,0,1,2,5,40.0,4,2,0
80552,SCROP80553,1678,0,1,2,10,5.0,34,2,0
80553,SCROP80554,1678,0,1,2,10,15.0,32,1,0
80554,SCROP80555,1678,0,1,2,10,20.0,28,2,0
80555,SCROP80556,1678,0,1,2,10,26.0,27,1,0
80556,SCROP80557,1678,0,1,2,10,30.0,13,2,0
80557,SCROP80558,1678,0,1,2,15,14.0,34,2,0
80558,SCROP80559,1678,0,1,2,15,30.0,18,1,0
80559,SCROP80560,1678,0,1,2,20,9.0,33,1,0
80560,SCROP80561,1678,0,1,2,20,42.0,7,2,0
80561,SCROP80562,1678,0,1,2,20,48.0,1,3,0
80562,SCROP80563,1678,0,1,2,25,29.0,17,2,0
80563,SCROP80564,1678,0,1,2,30,16.0,30,3,0
80564,SCROP80565,1678,0,1,2,30,19.0,19,3,0
80565,SCROP80566,1678,0,1,2,30,,25,1,0
80566,SCROP80567,1678,0,1,2,30,26.0,14,3,0
80567,SCROP80568,1678,0,1,2,30,34.0,12,1,0
80568,SCROP80569,1678,0,1,2,30,41.0,6,2,0
80569,SCROP80570,1678,0,1,2,30,41.0,10,2,0
80570,SCROP80571,1678,0,1,2,35,20.0,23,2,0
80571,SCROP80572,1678,0,1,2,40,24.0,22,2,0
80572,SCROP80573,1678,0,1,2,40,31.0,17,3,0
80573,SCROP80574,1678,0,1,2,40,33.0,4,2,0
80574,SCROP80575,1678,0,1,2,40,36.0,2,2,0
80575,SCROP80576,1678,0,1,2,60,33.0,13,2,0
80576,SCROP80577,1678,0,1,2,40,22.0,20,2,0
80577,SCROP80578,1785,0,1,2,10,20.0,15,2,0
80578,SCROP80579,1785,0,1,2,10,35.0,10,3,0
80579,SCROP80580,1785,0,1,2,15,,10,1,0
80580,SCROP80581,1785,0,1,2,15,17.0,18,2,0
80581,SCROP80582,1785,0,1,2,15,22.0,25,2,0
80582,SCROP80583,1785,0,1,2,15,37.0,11,1,0
80583,SCROP80584,1785,0,1,2,20,38.0,15,2,0
80584,SCROP80585,1785,0,1,2,25,9.0,35,1,0
80585,SCROP80586,1785,0,1,2,30,23.0,30,2,0
80586,SCROP80587,1786,0,1,2,30,28.0,18,1,0
80587,SCROP80588,1786,0,1,2,40,27.0,15,1,0
80588,SCROP80589,1786,0,1,2,40,32.0,10,1,0
80589,SCROP80590,1785,0,1,2,40,35.0,14,1,0
80590,SCROP80591,1785,0,1,2,40,35.0,15,2,0
80591,SCROP80592,1786,0,1,2,40,51.0,0,3,0
80592,SCROP80593,1786,0,1,2,50,,30,2,0
80593,SCROP80594,1785,0,1,2,50,44.0,1,3,0
80594,SCROP80595,1786,0,1,2,60,30.0,18,2,0
80595,SCROP80596,1786,0,1,2,60,42.0,5,2,0
80596,SCROP80597,1785,0,1,2,30,36.0,9,1,0
80597,SCROP80598,1785,0,1,2,15,27.0,22,1,0
80598,SCROP80599,1786,0,1,2,25,,19,2,0
80599,SCROP80600,1898,0,1,2,10,11.0,30,2,0
80600,SCROP80601,1898,0,1,2,20,15.0,32,2,0
80601,SCROP80602,1898,0,1,2,20,20.0,23,3,0
80602,SCROP80603,1898,0,1,2,20,30.0,20,2,0
80603,SCROP80604,1898,0,1,2,20,32.0,16,2,0
80604,SCROP80605,1898,0,1,2,20,33.0,5,2,0
80605,SCROP80606,1898,0,1,2,20,35.0,15,3,0
80606,SCROP80607,1898,0,1,2,30,11.0,36,2,0
80607,SCROP80608,1898,0,1,2,30,20.0,25,1,0
80608,SCROP80609,1898,0,1,2,30,25.0,14,2,0
80609,SCROP80610,1898,0,1,2,30,25.0,21,2,0
80610,SCROP80611,1898,0,1,2,30,,3,1,0
80611,SCROP80612,1898,0,1,2,35,20.0,18,1,0
80612,SCROP80613,1898,0,1,2,40,16.0,29,2,0
80613,SCROP80614,1898,0,1,2,40,20.0,11,2,0
80614,SCROP80615,1898,0,1,2,40,31.0,13,1,0
80615,SCROP80616,1898,0,1,2,40,32.0,16,2,0
80616,SCROP80617,1898,0,1,2,40,39.0,11,3,0
80617,SCROP80618,1898,0,1,2,40,40.0,9,1,0
80618,SCROP80619,1898,0,1,2,60,31.0,12,2,0
80619,SCROP80620,1898,0,1,2,20,20.0,20,2,0
80620,SCROP80621,1898,0,1,2,20,27.0,21,1,0
80621,SCROP80622,1898,0,1,2,20,,16,2,0
80622,SCROP80623,2015,0,1,2,20,38.0,5,2,0
80623,SCROP80624,2016,0,1,2,5,30.0,12,3,0
80624,SCROP80625,2016,0,1,2,5,39.0,12,2,0
80625,SCROP80626,2015,0,1,2,10,10.0,37,1,0
80626,SCROP80627,2015,0,1,2,10,,12,1,0
80627,SCROP80628,2016,0,1,2,10,,27,2,0
80628,SCROP80629,2015,0,1,2,20,14.0,35,1,0
80629,SCROP80630,2015,0,1,2,20,16.0,32,1,0
80630,SCROP80631,2016,0,1,2,20,20.0,25,2,0
80631,SCROP80632,2015,0,1,2,20,27.0,18,1,0
80632,SCROP80633,2015,0,1,2,20,29.0,19,1,0
80633,SCROP80634,2015,0,1,2,20,,7,2,0
80634,SCROP80635,2015,0,1,2,30,8.0,37,3,0
80635,SCROP80636,2015,0,1,2,30,15.0,32,3,0
80636,SCROP80637,2016,0,1,2,30,36.0,13,3,0
80637,SCROP80638,2015,0,1,2,30,40.0,2,2,0
80638,SCROP80639,2015,0,1,2,30,48.0,3,1,0
80639,SCROP80640,2016,0,1,2,40,,30,2,0
80640,SCROP80641,2016,0,1,2,40,33.0,18,3,0
80641,SCROP80642,2016,0,1,2,40,38.0,3,2,0
80642,SCROP80643,2015,0,1,2,40,50.0,6,1,0
80643,SCROP80644,2015,0,1,2,50,28.0,21,1,0
80644,SCROP80645,2015,0,1,2,50,39.0,11,2,0
80645,SCROP80646,2138,0,1,2,5,10.0,37,1,0
80646,SCROP80647,2138,0,1,2,10,12.0,23,3,0
80647,SCROP80648,2139,0,1,2,10,,16,2,0
80648,SCROP80649,2139,0,1,2,15,,32,3,0
80649,SCROP80650,2139,0,1,2,15,21.0,27,1,0
80650,SCROP80651,2138,0,1,2,15,23.0,18,2,0
80651,SCROP80652,2138,0,1,2,15,,28,2,0
80652,SCROP80653,2139,0,1,2,20,11.0,37,1,0
80653,SCROP80654,2139,0,1,2,20,15.0,25,2,0
80654,SCROP80655,2139,0,1,2,20,22.0,25,2,0
80655,SCROP80656,2139,0,1,2,20,25.0,26,2,0
80656,SCROP80657,2138,0,1,2,20,35.0,14,2,0
80657,SCROP80658,2138,0,1,2,20,,3,2,0
80658,SCROP80659,2139,0,1,2,20,48.0,6,1,0
80659,SCROP80660,2139,0,1,2,25,,6,1,0
80660,SCROP80661,2138,0,1,2,40,20.0,33,1,0
80661,SCROP80662,2138,0,1,2,40,22.0,27,1,0
80662,SCROP80663,2139,0,1,2,40,27.0,11,1,0
80663,SCROP80664,2139,0,1,2,40,27.0,14,1,0
80664,SCROP80665,2138,0,1,2,40,,7,1,0
80665,SCROP80666,2138,0,1,2,40,46.0,7,2,0
80666,SCROP80667,2139,0,1,2,40,47.0,9,1,0
80667,SCROP80668,2138,0,1,2,45,38.0,12,1,0
80668,SCROP80669,2139,0,1,2,60,20.0,23,2,0
80669,SCROP80670,2139,0,1,2,40,38.0,13,2,0
80670,SCROP80671,2138,0,1,2,20,12.0,38,2,0
80671,SCROP80672,2138,0,1,2,20,29.0,20,2,0
80672,SCROP80673,2267,0,1,2,10,32.0,19,2,0
80673,SCROP80674,2267,0,1,2,10,39.0,19,2,0
80674,SCROP80675,2267,0,1,2,15,22.0,28,2,0
80675,SCROP80676,2267,0,1,2,15,38.0,13,2,0
80676,SCROP80677,2267,0,1,2,20,,34,1,0
80677,SCROP80678,2267,0,1,2,20,17.0,33,2,0
80678,SCROP80679,2267,0,1,2,20,18.0,14,1,0
80679,SCROP80680,2267,0,1,2,20,18.0,34,2,0
80680,SCROP80681,2267,0,1,2,25,8.0,37,1,0
80681,SCROP80682,2267,0,1,2,25,42.0,9,1,0
80682,SCROP80683,2267,0,1,2,30,49.0,2,2,0
80683,SCROP80684,2267,0,1,2,40,19.0,29,1,0
80684,SCROP80685,2267,0,1,2,40,25.0,14,1,0
80685,SCROP80686,2267,0,1,2,40,,8,1,0
80686,SCROP80687,2267,0,1,2,40,44.0,11,3,0
80687,SCROP80688,2267,0,1,2,60,40.0,8,2,0
80688,SCROP80689,2267,0,1,2,60,41.0,16,2,0
80689,SCROP80690,2267,0,1,2,15,20.0,29,2,0
80690,SCROP80691,2267,0,1,2,20,32.0,19,1,0
80691,SCROP80692,2401,0,1,2,5,8.0,35,2,0
80692,SCROP80693,2402,0,1,2,5,34.0,12,1,0
80693,SCROP80694,2402,0,1,2,10,45.0,5,2,0
80694,SCROP80695,2401,0,1,2,10,48.0,8,2,0
80695,SCROP80696,2402,0,1,2,15,14.0,35,2,0
80696,SCROP80697,2401,0,1,2,20,25.0,27,1,0
80697,SCROP80698,2402,0,1,2,20,34.0,18,3,0
80698,SCROP80699,2401,0,1,2,20,50.0,2,2,0
80699,SCROP80700,2401,0,1,2,25,26.0,27,3,0
80700,SCROP80701,2401,0,1,2,25,33.0,11,2,0
80701,SCROP80702,2401,0,1,2,30,19.0,40,3,0
80702,SCROP80703,2401,0,1,2,30,50.0,4,2,0
80703,SCROP80704,2402,0,1,2,40,30.0,24,1,0
80704,SCROP80705,2401,0,1,2,50,,21,2,0
80705,SCROP80706,2401,0,1,2,50,38.0,22,1,0
80706,SCROP80707,2401,0,1,2,55,43.0,8,2,0
80707,SCROP80708,2401,0,1,2,60,30.0,25,1,0
80708,SCROP80709,2402,0,1,2,60,41.0,15,1,0
80709,SCROP80710,2401,0,1,2,15,17.0,35,2,0
80710,SCROP80711,2402,0,1,2,40,15.0,36,2,0
80711,SCROP80712,2402,0,1,2,50,5.0,35,2,0
80712,SCROP80713,2401,0,1,2,15,,40,1,0
80713,SCROP80714,2542,0,1,2,5,14.0,35,3,0
80714,SCROP80715,2541,0,1,2,10,11.0,24,2,0
80715,SCROP80716,2542,0,1,2,10,,13,1,0
80716,SCROP80717,2541,0,1,2,15,5.0,31,3,0
80717,SCROP80718,2541,0,1,2,15,35.0,17,1,0
80718,SCROP80719,2542,0,1,2,15,45.0,9,2,0
80719,SCROP80720,2541,0,1,2,20,25.0,25,2,0
80720,SCROP80721,2541,0,1,2,20,32.0,18,2,0
80721,SCROP80722,2541,0,1,2,20,34.0,13,2,0
80722,SCROP80723,2541,0,1,2,25,49.0,6,1,0
80723,SCROP80724,2541,0,1,2,30,45.0,7,1,0
80724,SCROP80725,2542,0,1,2,35,6.0,41,2,0
80725,SCROP80726,2542,0,1,2,40,16.0,38,1,0
80726,SCROP80727,2542,0,1,2,40,30.0,31,1,0
80727,SCROP80728,2541,0,1,2,60,,34,1,0
80728,SCROP80729,2541,0,1,2,60,39.0,14,2,0
80729,SCROP80730,2542,0,1,2,30,39.0,7,3,0
80730,SCROP80731,2688,0,1,2,10,30.0,14,3,0
80731,SCROP80732,2687,0,1,2,15,14.0,36,2,0
80732,SCROP80733,2688,0,1,2,15,38.0,14,1,0
80733,SCROP80734,2687,0,1,2,15,51.0,0,3,0
80734,SCROP80735,2688,0,1,2,20,27.0,22,2,0
80735,SCROP80736,2688,0,1,2,20,43.0,7,1,0
80736,SCROP80737,2688,0,1,2,20,44.0,7,3,0
80737,SCROP80738,2688,0,1,2,25,,5,2,0
80738,SCROP80739,2688,0,1,2,30,22.0,16,2,0
80739,SCROP80740,2688,0,1,2,40,,19,2,0
80740,SCROP80741,2688,0,1,2,40,36.0,13,2,0
80741,SCROP80742,2688,0,1,2,45,23.0,32,1,0
80742,SCROP80743,2688,0,1,2,60,30.0,19,2,0
80743,SCROP80744,2840,0,1,2,40,44.0,20,1,0
80744,SCROP80745,2840,0,1,2,10,40.0,10,1,0
80745,SCROP80746,2840,0,1,2,15,41.0,12,3,0
80746,SCROP80747,2840,0,1,2,20,33.0,22,2,0
80747,SCROP80748,2840,0,1,2,20,40.0,11,3,0
80748,SCROP80749,2840,0,1,2,20,,14,1,0
80749,SCROP80750,2840,0,1,2,20,50.0,1,2,0
80750,SCROP80751,2840,0,1,2,30,24.0,30,2,0
80751,SCROP80752,2840,0,1,2,30,50.0,6,2,0
80752,SCROP80753,2840,0,1,2,40,36.0,17,2,0
80753,SCROP80754,2840,0,1,2,50,21.0,34,1,0
80754,SCROP80755,2840,0,1,2,20,31.0,21,2,0
80755,SCROP80756,2840,0,1,2,20,33.0,20,1,0
80756,SCROP80757,2999,0,1,2,10,10.0,40,2,0
80757,SCROP80758,2999,0,1,2,20,13.0,44,2,0
80758,SCROP80759,2999,0,1,2,20,17.0,29,2,0
80759,SCROP80760,2999,0,1,2,20,23.0,35,1,0
80760,SCROP80761,2999,0,1,2,20,45.0,14,1,2
80761,SCROP80762,2999,0,1,2,20,,3,2,0
80762,SCROP80763,2999,0,1,2,20,50.0,2,2,0
80763,SCROP80764,2999,0,1,2,40,11.0,41,2,0
80764,SCROP80765,2999,0,1,2,40,43.0,14,2,0
80765,SCROP80766,3165,0,1,2,10,20.0,25,1,0
80766,SCROP80767,3164,0,1,2,15,15.0,35,2,0
80767,SCROP80768,3164,0,1,2,15,30.0,22,1,0
80768,SCROP80769,3164,0,1,2,15,,6,1,0
80769,SCROP80770,3164,0,1,2,20,24.0,35,1,0
80770,SCROP80771,3164,0,1,2,20,30.0,20,2,0
80771,SCROP80772,3164,0,1,2,20,35.0,19,3,0
80772,SCROP80773,3165,0,1,2,20,40.0,17,2,0
80773,SCROP80774,3164,0,1,2,30,48.0,7,1,0
80774,SCROP80775,3164,0,1,2,40,,39,1,0
80775,SCROP80776,3165,0,1,2,40,,28,2,0
80776,SCROP80777,3164,0,1,2,40,35.0,18,2,0
80777,SCROP80778,3164,0,1,2,40,50.0,5,2,0
80778,SCROP80779,3164,0,1,2,40,40.0,14,3,0
80779,SCROP80780,3165,0,1,2,10,52.0,6,2,0
80780,SCROP80781,3164,0,1,2,30,35.0,12,2,0
80781,SCROP80782,3336,0,1,2,10,7.0,42,1,0
80782,SCROP80783,3337,0,1,2,10,41.0,16,2,0
80783,SCROP80784,3337,0,1,2,20,42.0,16,1,0
80784,SCROP80785,3336,0,1,2,40,31.0,24,2,0
80785,SCROP80786,3337,0,1,2,40,41.0,19,2,0
80786,SCROP80787,3337,0,1,2,40,31.0,23,2,0
80787,SCROP80788,3337,0,1,2,80,36.0,10,3,0
80788,SCROP80789,3516,0,1,2,20,11.0,44,1,0
80789,SCROP80790,3516,0,1,2,20,15.0,44,2,0
80790,SCROP80791,3515,0,1,2,20,43.0,13,2,0
80791,SCROP80792,3516,0,1,2,50,42.0,24,2,0
80792,SCROP80793,3516,0,1,2,20,,8,3,0
80793,SCROP80794,3702,0,1,2,20,10.0,48,2,0
80794,SCROP80795,3702,0,1,2,20,,34,2,0
80795,SCROP80796,3702,0,1,2,30,29.0,21,3,0
80796,SCROP80797,3702,0,1,2,20,46.0,16,2,0
80797,SCROP80798,3895,0,1,2,20,36.0,25,2,0
80798,SCROP80799,3895,0,1,2,20,51.0,11,2,0
80799,SCROP80800,4096,0,1,2,10,47.0,15,2,0
80800,SCROP80801,4097,0,1,2,20,,15,2,0
80801,SCROP80802,150,1,0,2,40,16.0,1,1,0
80802,SCROP80803,168,1,0,2,20,16.0,5,3,0
80803,SCROP80804,168,1,0,2,40,,6,1,0
80804,SCROP80805,168,1,0,2,40,16.0,5,2,0
80805,SCROP80806,188,1,0,2,15,15.0,7,2,0
80806,SCROP80807,188,1,0,2,50,,1,1,0
80807,SCROP80808,232,1,0,2,10,5.0,2,2,0
80808,SCROP80809,232,1,0,2,40,23.0,2,2,0
80809,SCROP80810,256,1,0,2,5,,10,2,0
80810,SCROP80811,256,1,0,2,10,14.0,2,2,0
80811,SCROP80812,256,1,0,2,20,19.0,5,1,0
80812,SCROP80813,256,1,0,2,40,16.0,5,1,0
80813,SCROP80814,256,1,0,2,40,19.0,8,2,0
80814,SCROP80815,257,1,0,2,70,23.0,5,2,0
80815,SCROP80816,283,1,0,2,20,22.0,4,2,0
80816,SCROP80817,283,1,0,2,30,19.0,6,2,0
80817,SCROP80818,283,1,0,2,30,27.0,0,1,0
80818,SCROP80819,311,1,0,2,10,16.0,10,1,0
80819,SCROP80820,311,1,0,2,30,20.0,1,2,0
80820,SCROP80821,312,1,0,2,40,20.0,10,2,0
80821,SCROP80822,311,1,0,2,60,20.0,4,2,0
80822,SCROP80823,342,1,0,2,5,22.0,4,1,0
80823,SCROP80824,342,1,0,2,10,17.0,6,2,0
80824,SCROP80825,342,1,0,2,15,17.0,6,2,0
80825,SCROP80826,342,1,0,2,20,19.0,6,2,0
80826,SCROP80827,342,1,0,2,20,27.0,3,3,0
80827,SCROP80828,342,1,0,2,40,,3,2,0
80828,SCROP80829,342,1,0,2,60,,13,2,0
80829,SCROP80830,375,1,0,2,10,15.0,13,1,0
80830,SCROP80831,375,1,0,2,10,22.0,4,2,0
80831,SCROP80832,375,1,0,2,20,20.0,3,2,0
80832,SCROP80833,375,1,0,2,20,25.0,0,2,0
80833,SCROP80834,375,1,0,2,20,28.0,2,2,0
80834,SCROP80835,375,1,0,2,20,29.0,0,3,0
80835,SCROP80836,375,1,0,2,25,26.0,0,2,0
80836,SCROP80837,375,1,0,2,30,9.0,12,2,0
80837,SCROP80838,375,1,0,2,30,29.0,2,2,0
80838,SCROP80839,411,1,0,2,5,20.0,9,1,0
80839,SCROP80840,410,1,0,2,10,18.0,5,2,0
80840,SCROP80841,410,1,0,2,20,,14,2,0
80841,SCROP80842,448,1,0,2,5,,1,2,0
80842,SCROP80843,448,1,0,2,10,7.0,4,2,0
80843,SCROP80844,448,1,0,2,10,15.0,10,3,0
80844,SCROP80845,448,1,0,2,10,26.0,7,2,0
80845,SCROP80846,448,1,0,2,15,24.0,2,2,0
80846,SCROP80847,448,1,0,2,20,6.0,16,2,0
80847,SCROP80848,448,1,0,2,40,,6,2,0
80848,SCROP80849,488,1,0,2,5,,17,3,0
80849,SCROP80850,488,1,0,2,10,,2,1,0
80850,SCROP80851,488,1,0,2,15,32.0,0,3,0
80851,SCROP80852,488,1,0,2,20,13.0,9,1,0
80852,SCROP80853,488,1,0,2,25,,1,3,0
80853,SCROP80854,488,1,0,2,30,19.0,13,2,0
80854,SCROP80855,489,1,0,2,30,21.0,2,1,0
80855,SCROP80856,488,1,0,2,30,,12,1,0
80856,SCROP80857,488,1,0,2,30,23.0,7,2,0
80857,SCROP80858,488,1,0,2,40,13.0,15,1,0
80858,SCROP80859,488,1,0,2,40,29.0,2,2,0
80859,SCROP80860,488,1,0,2,40,34.0,2,2,0
80860,SCROP80861,488,1,0,2,45,31.0,0,2,0
80861,SCROP80862,489,1,0,2,60,27.0,3,3,0
80862,SCROP80863,531,1,0,2,5,6.0,13,1,0
80863,SCROP80864,531,1,0,2,10,17.0,16,2,0
80864,SCROP80865,531,1,0,2,15,22.0,0,2,0
80865,SCROP80866,531,1,0,2,15,29.0,2,2,0
80866,SCROP80867,531,1,0,2,15,29.0,3,2,0
80867,SCROP80868,531,1,0,2,20,10.0,10,1,0
80868,SCROP80869,531,1,0,2,25,16.0,14,2,0
80869,SCROP80870,531,1,0,2,30,15.0,12,1,0
80870,SCROP80871,531,1,0,2,30,,12,3,0
80871,SCROP80872,531,1,0,2,50,23.0,11,1,0
80872,SCROP80873,531,1,0,2,60,31.0,1,3,0
80873,SCROP80874,531,1,0,2,40,13.0,14,1,0
80874,SCROP80875,577,1,0,2,5,13.0,19,1,0
80875,SCROP80876,577,1,0,2,5,18.0,11,2,0
80876,SCROP80877,577,1,0,2,10,7.0,7,1,0
80877,SCROP80878,577,1,0,2,10,16.0,14,2,0
80878,SCROP80879,577,1,0,2,15,7.0,19,2,0
80879,SCROP80880,577,1,0,2,20,17.0,3,2,0
80880,SCROP80881,577,1,0,2,20,18.0,16,2,0
80881,SCROP80882,577,1,0,2,20,20.0,9,2,0
80882,SCROP80883,577,1,0,2,20,29.0,6,2,0
80883,SCROP80884,577,1,0,2,30,23.0,10,1,0
80884,SCROP80885,577,1,0,2,40,20.0,10,3,0
80885,SCROP80886,625,1,0,2,5,10.0,20,2,0
80886,SCROP80887,625,1,0,2,10,10.0,7,1,0
80887,SCROP80888,625,1,0,2,10,10.0,14,1,0
80888,SCROP80889,625,1,0,2,15,17.0,15,1,0
80889,SCROP80890,625,1,0,2,15,30.0,2,3,0
80890,SCROP80891,625,1,0,2,20,22.0,7,2,0
80891,SCROP80892,626,1,0,2,20,23.0,13,2,0
80892,SCROP80893,626,1,0,2,30,31.0,4,2,0
80893,SCROP80894,626,1,0,2,30,35.0,0,1,0
80894,SCROP80895,626,1,0,2,45,29.0,1,1,0
80895,SCROP80896,677,1,0,2,15,22.0,12,2,0
80896,SCROP80897,677,1,0,2,10,23.0,11,2,0
80897,SCROP80898,677,1,0,2,10,24.0,2,1,0
80898,SCROP80899,677,1,0,2,10,25.0,3,3,0
80899,SCROP80900,677,1,0,2,15,11.0,18,2,0
80900,SCROP80901,677,1,0,2,15,,19,2,0
80901,SCROP80902,677,1,0,2,20,20.0,7,2,0
80902,SCROP80903,677,1,0,2,20,22.0,5,2,0
80903,SCROP80904,677,1,0,2,30,22.0,15,2,0
80904,SCROP80905,677,1,0,2,60,22.0,13,1,0
80905,SCROP80906,732,1,0,2,5,6.0,22,1,0
80906,SCROP80907,732,1,0,2,5,25.0,9,2,0
80907,SCROP80908,732,1,0,2,10,16.0,17,2,0
80908,SCROP80909,731,1,0,2,10,22.0,12,2,0
80909,SCROP80910,731,1,0,2,10,25.0,7,1,0
80910,SCROP80911,732,1,0,2,20,14.0,16,2,0
80911,SCROP80912,732,1,0,2,20,25.0,3,2,0
80912,SCROP80913,732,1,0,2,20,32.0,1,2,0
80913,SCROP80914,731,1,0,2,20,,5,2,0
