,Estimativa_de_Insetos,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,dano_na_plantacao
936,851,2,25,35.0,5,0
937,851,2,30,20.0,14,0
938,851,2,40,21.0,15,0
939,851,2,40,33.0,6,0
941,851,2,60,35.0,3,0
942,851,2,10,22.0,12,0
943,915,2,5,10.0,15,0
944,915,2,5,20.0,16,0
945,915,2,10,10.0,24,0
946,915,2,10,25.0,2,0
947,915,2,20,19.0,14,0
948,915,2,20,26.0,6,0
949,915,2,20,33.0,3,0
950,916,2,20,33.0,7,0
951,915,2,20,35.0,5,0
952,916,2,30,13.0,23,0
953,916,2,30,21.0,0,0
955,915,2,40,35.0,6,0
956,984,2,5,20.0,16,0
957,984,2,10,5.0,26,0
958,984,2,10,22.0,16,0
959,984,2,15,15.0,16,0
960,984,2,15,16.0,14,0
961,984,2,15,23.0,4,0
962,984,2,20,31.0,13,0
964,984,2,25,35.0,2,0
965,984,2,30,25.0,13,0
966,984,2,45,12.0,25,0
968,984,2,50,36.0,2,0
969,984,2,60,24.0,14,0
970,984,2,20,34.0,4,0
971,1056,2,5,11.0,22,0
972,1056,2,10,10.0,25,0
973,1056,2,10,32.0,4,0
974,1056,2,10,35.0,4,0
975,1056,2,10,37.0,5,0
976,1056,2,20,19.0,20,0
977,1056,2,20,24.0,16,0
979,1056,2,20,34.0,7,0
980,1056,2,30,33.0,7,0
981,1056,2,40,26.0,1,0
982,1056,2,60,18.0,22,0
983,1056,2,60,43.0,0,2
984,1056,2,60,17.0,22,0
985,1132,2,5,10.0,2,0
986,1132,2,5,16.0,26,0
987,1132,2,10,11.0,27,0
988,1132,2,10,23.0,16,0
989,1132,2,10,30.0,11,0
990,1132,2,15,21.0,21,0
991,1132,2,15,29.0,3,0
992,1132,2,20,16.0,21,0
993,1132,2,20,39.0,4,0
994,1132,2,60,31.0,10,0
995,1132,2,60,33.0,4,0
998,1212,2,10,5.0,19,0
999,1212,2,15,11.0,25,0
1000,1212,2,15,29.0,10,0
1001,1212,2,15,31.0,10,0
1002,1212,2,15,33.0,10,0
1003,1212,2,20,10.0,25,0
1004,1212,2,20,19.0,20,0
1005,1212,2,20,23.0,16,0
1006,1212,2,20,24.0,20,0
1007,1212,2,20,30.0,9,0
1008,1212,2,20,32.0,8,0
1009,1212,2,20,35.0,9,0
1010,1296,2,5,14.0,29,0
1011,1297,2,5,40.0,1,0
1012,1297,2,10,10.0,4,0
1013,1297,2,10,14.0,18,0
1014,1296,2,10,27.0,12,0
1015,1296,2,10,47.0,3,0
1016,1297,2,15,15.0,26,0
1017,1297,2,15,16.0,20,0
1018,1297,2,20,10.0,10,0
1019,1296,2,20,12.0,18,0
1020,1296,2,20,12.0,21,0
1021,1296,2,20,17.0,23,0
1022,1296,2,20,20.0,8,0
1023,1297,2,20,28.0,14,0
1024,1297,2,20,34.0,9,0
1026,1297,2,20,43.0,2,0
1027,1296,2,25,40.0,0,2
1028,1297,2,30,23.0,20,0
1030,1296,2,40,37.0,3,0
1031,1296,2,40,37.0,9,0
1032,1297,2,10,44.0,0,0
1033,1385,2,10,10.0,21,0
1034,1385,2,10,32.0,11,0
1035,1385,2,10,33.0,11,0
1036,1385,2,10,40.0,4,0
1037,1385,2,15,5.0,26,0
1038,1385,2,15,32.0,5,0
1039,1385,2,20,14.0,28,0
1040,1385,2,20,23.0,21,0
1041,1385,2,20,24.0,0,0
1042,1385,2,20,26.0,16,0
1043,1385,2,20,35.0,6,0
1044,1385,2,20,41.0,1,0
1046,1385,2,30,27.0,16,0
1048,1385,2,50,39.0,7,0
1049,1385,2,10,38.0,7,0
1050,1385,2,40,37.0,4,0
1051,1478,2,5,13.0,24,0
1052,1478,2,5,23.0,21,0
1053,1478,2,10,13.0,29,0
1054,1478,2,10,16.0,27,0
1055,1478,2,10,17.0,7,0
1056,1478,2,10,43.0,3,0
1058,1478,2,20,18.0,15,0
1059,1478,2,20,30.0,16,0
1060,1478,2,20,35.0,6,0
1061,1478,2,20,40.0,3,0
1062,1478,2,30,34.0,7,0
1063,1478,2,40,35.0,7,0
1064,1478,2,45,25.0,14,0
1066,1478,2,50,50.0,2,0
1067,1478,2,60,41.0,8,0
1068,1478,2,15,29.0,11,0
1069,1576,2,20,40.0,6,0
1070,1575,2,5,35.0,13,0
1071,1576,2,5,36.0,10,0
1072,1575,2,10,7.0,21,0
1073,1576,2,20,34.0,9,0
1076,1575,2,30,28.0,11,0
1077,1576,2,40,37.0,4,0
1078,1576,2,10,28.0,5,0
1079,1678,2,10,40.0,7,0
1080,1678,2,5,35.0,1,0
1081,1678,2,10,23.0,25,0
1082,1678,2,10,30.0,19,0
1083,1678,2,10,36.0,14,0
1084,1678,2,10,48.0,1,0
1085,1678,2,15,20.0,14,0
1086,1678,2,20,16.0,18,0
1087,1678,2,20,20.0,28,0
1088,1678,2,20,24.0,19,0
1089,1678,2,20,28.0,16,0
1090,1678,2,20,37.0,9,1
1091,1678,2,30,34.0,12,0
1093,1678,2,40,44.0,0,2
1094,1785,2,5,15.0,13,0
1095,1785,2,10,10.0,11,0
1096,1786,2,10,21.0,26,0
1097,1785,2,10,35.0,14,0
1098,1785,2,10,39.0,6,0
1099,1786,2,15,28.0,17,0
1100,1786,2,15,43.0,5,0
1101,1785,2,20,25.0,12,0
1102,1785,2,20,30.0,20,0
1103,1785,2,20,33.0,14,0
1104,1785,2,40,38.0,1,0
1105,1898,2,5,40.0,6,0
1106,1898,2,10,13.0,8,0
1107,1898,2,10,27.0,18,0
1108,1898,2,20,15.0,5,0
1109,1898,2,20,42.0,11,0
1110,1898,2,30,42.0,6,0
1111,1898,2,40,23.0,22,0
1112,1898,2,20,25.0,20,0
1113,1898,2,20,20.0,4,0
1115,1898,2,40,32.0,10,2
1116,2016,2,10,6.0,9,0
1117,2015,2,10,14.0,36,0
1118,2016,2,10,34.0,5,0
1119,2015,2,10,42.0,5,0
1120,2016,2,15,27.0,23,0
1121,2015,2,15,51.0,1,0
1123,2016,2,30,35.0,18,0
1124,2016,2,40,53.0,1,2
1125,2016,2,20,42.0,7,1
1126,2139,2,5,35.0,4,0
1127,2139,2,10,5.0,23,0
1128,2139,2,10,32.0,14,0
1130,2139,2,15,31.0,18,0
1131,2138,2,20,15.0,28,0
1132,2138,2,20,26.0,17,0
1133,2138,2,40,25.0,27,0
1135,2267,2,10,22.0,29,0
1136,2267,2,10,40.0,3,2
1137,2267,2,10,42.0,10,0
1138,2267,2,10,48.0,5,0
1139,2267,2,20,20.0,14,0
1140,2267,2,20,34.0,8,0
1141,2267,2,25,40.0,9,1
1142,2267,2,40,39.0,9,0
1143,2402,2,10,35.0,17,1
1144,2401,2,10,41.0,5,0
1145,2401,2,10,42.0,12,0
1146,2402,2,15,20.0,35,0
1148,2402,2,20,18.0,27,0
1150,2402,2,30,47.0,5,1
1151,2401,2,30,12.0,20,0
1152,2541,2,5,37.0,11,0
1153,2541,2,10,27.0,19,0
1154,2542,2,20,10.0,12,0
1155,2542,2,20,18.0,26,0
1156,2542,2,25,51.0,4,2
1157,2542,2,30,48.0,5,2
1158,2688,2,10,32.0,10,0
1159,2688,2,20,29.0,17,0
1160,2688,2,20,40.0,11,1
1162,2840,2,5,14.0,25,0
1163,2840,2,5,50.0,5,1
1164,2840,2,15,29.0,16,0
1165,2840,2,20,20.0,8,0
1166,2840,2,20,46.0,2,1
1167,2840,2,25,20.0,31,1
1168,2840,2,20,44.0,5,1
1169,2840,2,20,50.0,2,2
1170,2999,2,10,25.0,29,0
1171,2999,2,20,8.0,38,0
1172,2999,2,20,14.0,20,0
1174,2999,2,30,55.0,0,2
1175,2999,2,5,34.0,19,0
1176,3516,2,5,28.0,28,0
1178,3702,2,20,5.0,38,1
1179,4096,2,5,40.0,10,1
1180,168,1,0,0.0,0,1
1181,231,1,0,0.0,0,1
1182,283,1,0,0.0,0,1
1183,375,1,0,0.0,0,1
1184,577,1,0,0.0,0,1
1185,577,1,0,0.0,0,1
1186,626,1,0,0.0,0,1
1188,790,1,0,0.0,0,1
1189,915,1,0,0.0,0,1
1190,915,1,0,0.0,0,1
1191,1132,1,0,0.0,0,1
1192,1297,1,0,0.0,0,1
1193,1898,1,0,0.0,0,1
1194,2015,1,0,0.0,0,1
1196,2267,1,0,0.0,0,1
1197,2401,1,0,0.0,0,1
1198,2542,1,0,0.0,0,1
1199,2999,1,0,0.0,0,1
1200,3164,1,0,0.0,0,1
1201,3165,1,0,0.0,0,1
1202,3702,1,0,0.0,0,1
1203,150,3,40,18.0,0,0
1204,151,3,10,12.0,0,0
1205,150,3,25,27.0,0,0
1206,150,3,30,13.0,0,0
1207,150,3,50,21.0,0,0
1208,188,3,15,23.0,0,0
1209,188,3,25,18.0,0,0
1210,188,3,30,20.0,0,0
1211,188,3,40,13.0,0,0
1212,188,3,60,24.0,0,0
1213,209,3,20,19.0,0,0
1214,209,3,5,27.0,0,0
1215,232,3,30,15.0,0,0
1216,231,3,25,17.0,0,0
1217,257,3,50,26.0,0,0
1218,257,3,40,15.0,0,0
1219,283,3,30,26.0,0,0
1220,283,3,60,26.0,0,0
1221,283,3,40,25.0,0,0
1222,312,3,15,27.0,0,0
1224,342,3,40,35.0,0,0
1225,342,3,15,15.0,0,0
1226,342,3,15,26.0,0,0
1227,342,3,15,31.0,0,0
1228,342,3,30,18.0,0,0
1229,342,3,80,26.0,0,0
1230,375,3,5,28.0,0,0
1231,375,3,30,22.0,0,0
1232,375,3,20,21.0,0,0
1233,375,3,30,24.0,0,0
1234,410,3,25,37.0,0,0
1235,410,3,50,24.0,0,0
1236,411,3,50,29.0,0,0
1237,410,3,30,20.0,0,0
1238,410,3,20,29.0,0,0
1239,411,3,20,27.0,0,0
1240,448,3,10,23.0,0,0
1241,448,3,10,24.0,0,0
1242,448,3,10,26.0,0,1
1243,448,3,50,34.0,0,1
1244,448,3,60,36.0,0,0
1245,448,3,80,25.0,0,0
1246,448,3,80,33.0,0,0
1247,448,3,20,31.0,0,0
1249,448,3,15,23.0,0,0
1250,448,3,20,26.0,0,1
1251,448,3,20,29.0,0,0
1255,448,3,40,34.0,0,0
1256,448,3,45,25.0,0,0
1257,448,3,90,25.0,0,0
1258,448,3,40,24.0,0,0
1259,488,3,10,6.0,0,0
1260,488,3,10,32.0,0,0
1261,488,3,15,27.0,0,0
1262,489,3,30,22.0,0,0
1263,489,3,30,32.0,0,2
1264,488,3,80,25.0,0,0
1265,488,3,30,27.0,0,0
1266,531,3,10,32.0,0,1
1267,531,3,15,22.0,0,0
1270,531,3,50,27.0,0,0
1271,531,3,20,38.0,0,0
1272,531,3,40,11.0,0,0
1273,531,3,40,40.0,0,2
1274,531,3,40,27.0,0,0
1275,577,3,15,36.0,0,1
1276,577,3,20,18.0,0,0
1277,577,3,20,21.0,0,0
1278,577,3,25,31.0,0,2
1279,577,3,25,34.0,0,2
1281,577,3,25,33.0,0,2
1282,577,3,5,33.0,0,0
1283,577,3,20,31.0,0,2
1284,577,3,40,21.0,0,0
1285,577,3,40,22.0,0,0
1287,577,3,60,36.0,0,0
1288,577,3,30,34.0,0,2
1290,625,3,30,29.0,0,0
1291,625,3,60,42.0,0,0
1292,625,3,5,34.0,0,0
1293,625,3,35,30.0,0,2
1294,625,3,35,36.0,0,2
1295,626,3,45,32.0,0,0
1297,626,3,60,22.0,0,0
1298,626,3,30,28.0,0,0
1301,677,3,40,36.0,0,2
1302,677,3,20,35.0,0,2
1303,677,3,10,29.0,0,0
1305,677,3,15,37.0,0,0
1306,677,3,20,30.0,0,1
1308,677,3,40,39.0,0,1
1309,677,3,40,38.0,0,2
1310,731,3,10,26.0,0,0
1312,732,3,25,41.0,0,0
1313,731,3,50,30.0,0,0
1314,732,3,30,40.0,0,0
1315,732,3,5,38.0,0,0
1316,732,3,15,18.0,0,0
1317,732,3,15,34.0,0,2
1318,732,3,25,21.0,0,0
1319,731,3,40,28.0,0,0
1320,789,3,5,30.0,0,0
1321,789,3,30,34.0,0,2
1322,789,3,60,33.0,0,0
1323,789,3,80,40.0,0,0
1324,789,3,20,37.0,0,2
1325,790,3,25,43.0,0,0
1326,790,3,40,34.0,0,2
1327,789,3,15,38.0,0,0
1329,790,3,45,34.0,0,0
1332,790,3,60,40.0,0,0
1333,851,3,20,43.0,0,0
1334,851,3,40,34.0,0,2
1336,851,3,40,45.0,0,0
1338,851,3,15,45.0,0,0
1340,851,3,30,16.0,0,0
1341,851,3,40,39.0,0,1
1342,851,3,20,41.0,0,0
1344,851,3,40,36.0,0,2
1345,916,3,15,25.0,0,0
1346,915,3,30,43.0,0,1
1347,916,3,35,21.0,0,0
1349,915,3,40,40.0,0,1
1350,915,3,20,35.0,0,2
1351,915,3,20,40.0,0,1
1352,915,3,30,44.0,0,0
1353,915,3,45,36.0,0,0
1354,915,3,20,30.0,0,1
1355,984,3,5,25.0,0,0
1356,984,3,10,44.0,0,0
1357,984,3,20,28.0,0,0
1358,984,3,20,32.0,0,2
1359,984,3,35,44.0,0,2
1360,984,3,50,41.0,0,2
1361,984,3,40,29.0,0,0
1362,984,3,5,43.0,0,0
1363,984,3,40,42.0,0,1
1364,984,3,40,45.0,0,2
1365,1056,3,5,39.0,0,0
1366,1056,3,10,29.0,0,0
1367,1056,3,25,35.0,0,1
1368,1056,3,20,41.0,0,1
1369,1056,3,35,43.0,0,2
1370,1056,3,30,40.0,0,2
1371,1056,3,5,33.0,0,0
1372,1056,3,10,12.0,0,0
1373,1056,3,20,27.0,0,0
1375,1056,3,20,34.0,0,2
1376,1056,3,20,38.0,0,2
1377,1056,3,40,40.0,0,2
1379,1132,3,20,18.0,0,0
1380,1132,3,30,16.0,0,0
1381,1132,3,50,42.0,0,1
1382,1132,3,20,50.0,0,2
1383,1132,3,20,43.0,0,2
1384,1132,3,30,42.0,0,1
1385,1132,3,10,37.0,0,1
1386,1132,3,10,48.0,0,0
1388,1132,3,15,43.0,0,1
1389,1132,3,25,45.0,0,2
1390,1132,3,60,43.0,0,0
1391,1132,3,40,40.0,0,2
1392,1212,3,15,39.0,0,1
1393,1212,3,20,25.0,0,1
1394,1212,3,30,50.0,0,2
1395,1212,3,40,41.0,0,1
1396,1212,3,10,46.0,0,2
1397,1212,3,30,43.0,0,2
1398,1212,3,20,38.0,0,2
1399,1212,3,35,41.0,0,1
1401,1212,3,45,48.0,0,2
1402,1212,3,5,44.0,0,0
1403,1212,3,20,41.0,0,1
1404,1297,3,20,35.0,0,1
1405,1297,3,10,46.0,0,1
1408,1296,3,10,44.0,0,1
1409,1296,3,30,46.0,0,2
1410,1297,3,30,43.0,0,2
1411,1296,3,45,41.0,0,0
1413,1297,3,35,32.0,0,0
1414,1296,3,50,45.0,0,0
1415,1296,3,5,43.0,0,0
1416,1296,3,20,40.0,0,2
1417,1385,3,10,41.0,0,1
1418,1385,3,40,32.0,0,0
1419,1385,3,20,45.0,0,2
1420,1385,3,20,20.0,0,0
1421,1385,3,15,42.0,0,1
1422,1385,3,20,49.0,0,2
1423,1385,3,25,16.0,0,0
1424,1385,3,30,39.0,0,1
1425,1478,3,5,40.0,0,0
1426,1478,3,10,53.0,0,0
1428,1478,3,55,41.0,0,2
1429,1478,3,30,40.0,0,1
1430,1478,3,30,47.0,0,2
1431,1478,3,60,49.0,0,0
1432,1478,3,5,43.0,0,0
1433,1478,3,5,46.0,0,0
1434,1478,3,10,37.0,0,0
1435,1478,3,35,46.0,0,2
1437,1478,3,60,49.0,0,0
1438,1576,3,5,20.0,0,0
1439,1575,3,15,45.0,0,1
1440,1575,3,40,45.0,0,2
1441,1575,3,10,48.0,0,1
1442,1576,3,20,47.0,0,2
1443,1576,3,30,47.0,0,2
1444,1576,3,20,49.0,0,2
1445,1576,3,20,23.0,0,0
1446,1576,3,20,37.0,0,1
1447,1576,3,25,23.0,0,0
1448,1575,3,35,49.0,0,2
1449,1575,3,40,35.0,0,0
1450,1575,3,35,47.0,0,2
1451,1576,3,20,41.0,0,1
1452,1678,3,5,40.0,0,1
1453,1678,3,15,42.0,0,1
1454,1678,3,60,44.0,0,2
1456,1678,3,20,54.0,0,2
1457,1678,3,20,46.0,0,2
1458,1678,3,50,37.0,0,2
1459,1678,3,20,46.0,0,2
1461,1785,3,40,43.0,0,2
1462,1786,3,50,48.0,0,0
1463,1786,3,15,45.0,0,1
1464,1786,3,20,49.0,0,2
1465,1786,3,20,47.0,0,2
1466,1785,3,5,49.0,0,0
1467,1786,3,40,42.0,0,2
1468,1898,3,5,45.0,0,1
1469,1898,3,20,41.0,0,1
1470,1898,3,40,44.0,0,2
1471,1898,3,60,45.0,0,0
1472,1898,3,10,45.0,0,1
1473,1898,3,40,47.0,0,2
1474,1898,3,5,52.0,0,2
1475,1898,3,10,47.0,0,1
1476,1898,3,25,37.0,0,0
1477,1898,3,40,52.0,0,2
1478,1898,3,20,35.0,0,2
1479,2016,3,10,56.0,0,1
1480,2015,3,20,25.0,0,0
1481,2016,3,25,52.0,0,2
1482,2015,3,35,42.0,0,0
1484,2015,3,15,42.0,0,0
1485,2016,3,20,47.0,0,2
1486,2015,3,20,51.0,0,2
1488,2015,3,40,45.0,0,2
1489,2015,3,20,53.0,0,2
1490,2015,3,30,41.0,0,0
1491,2015,3,10,50.0,0,1
1492,2015,3,15,25.0,0,0
1493,2015,3,30,44.0,0,2
1495,2138,3,20,49.0,0,2
1496,2138,3,10,35.0,0,0
1497,2139,3,30,52.0,0,2
1498,2139,3,30,52.0,0,2
1499,2139,3,10,56.0,0,1
1500,2139,3,15,53.0,0,1
1501,2138,3,30,48.0,0,2
1502,2138,3,80,49.0,0,0
1504,2267,3,15,47.0,0,1
1505,2267,3,15,60.0,0,0
1506,2267,3,25,49.0,0,2
1507,2401,3,5,50.0,0,2
1508,2401,3,10,32.0,0,0
1509,2401,3,10,48.0,0,1
1510,2402,3,30,55.0,0,1
1511,2401,3,30,50.0,0,2
1513,2401,3,10,54.0,0,1
1514,2401,3,20,37.0,0,1
1515,2402,3,20,30.0,0,1
1517,2541,3,15,55.0,0,1
1518,2541,3,45,47.0,0,2
1519,2542,3,50,54.0,0,2
1520,2541,3,20,60.0,0,2
1521,2541,3,40,52.0,0,2
1522,2541,3,5,55.0,0,1
1523,2541,3,30,53.0,0,2
1524,2688,3,10,20.0,0,0
1525,2688,3,25,55.0,0,2
1526,2688,3,20,48.0,0,2
1527,2840,3,20,52.0,0,2
1528,2840,3,20,55.0,0,2
1529,2840,3,30,50.0,0,1
1530,2840,3,20,29.0,0,0
1531,2999,3,15,43.0,0,0
1532,2999,3,20,49.0,0,2
1533,2999,3,25,60.0,0,2
1534,2999,3,5,58.0,0,1
1535,2999,3,25,56.0,0,2
1536,2999,3,20,63.0,0,2
1537,2999,3,10,44.0,0,1
1538,2999,3,20,48.0,0,2
1539,2999,3,40,62.0,0,2
1540,2999,3,40,64.0,0,2
1541,3164,3,15,59.0,0,1
1542,3165,3,30,30.0,0,0
1543,3164,3,40,55.0,0,2
1544,3165,3,15,60.0,0,1
1545,3165,3,15,60.0,0,1
1546,3165,3,30,55.0,0,1
1547,3164,3,40,55.0,0,2
1548,3337,3,30,59.0,0,1
1549,3337,3,40,58.0,0,1
1550,3337,3,20,60.0,0,2
1551,3516,3,10,40.0,0,0
1552,3515,3,25,61.0,0,2
1553,3516,3,20,62.0,0,2
1554,3702,3,30,60.0,0,1
1555,3702,3,20,61.0,0,1
1556,4097,3,10,40.0,0,1
1557,150,3,10,22.0,0,0
1558,150,3,30,19.0,0,0
1559,150,3,40,8.0,0,0
1560,168,3,15,13.0,0,0
1561,168,3,20,9.0,0,0
1562,168,3,35,17.0,0,0
1563,168,3,35,19.0,0,0
1564,188,3,5,14.0,0,0
1566,188,3,20,17.0,0,0
1567,209,3,15,21.0,0,0
1568,209,3,30,26.0,0,0
1570,232,3,20,22.0,0,0
1571,232,3,50,17.0,0,0
1572,257,3,10,26.0,0,0
1573,256,3,25,19.0,0,0
1574,283,3,20,17.0,0,0
1575,283,3,30,26.0,0,0
1576,283,3,35,23.0,0,0
1577,283,3,10,28.0,0,0
1578,283,3,25,14.0,0,0
1579,283,3,30,16.0,0,0
1580,283,3,30,26.0,0,0
1581,283,3,60,26.0,0,0
1582,312,3,5,25.0,0,0
1583,311,3,10,21.0,0,0
1584,311,3,15,21.0,0,0
1585,311,3,30,7.0,0,0
1586,312,3,70,22.0,0,0
1587,312,3,5,9.0,0,0
1588,312,3,10,29.0,0,0
1590,342,3,30,24.0,0,0
1593,375,3,25,17.0,0,0
1594,375,3,30,8.0,0,0
1595,375,3,30,29.0,0,0
1596,375,3,40,25.0,0,0
1597,375,3,40,34.0,0,0
1598,375,3,5,7.0,0,0
1599,375,3,10,17.0,0,0
1600,375,3,10,20.0,0,0
1601,375,3,15,31.0,0,0
1603,375,3,50,33.0,0,0
1604,410,3,15,31.0,0,0
1606,410,3,25,19.0,0,0
1607,410,3,60,27.0,0,0
1608,410,3,5,34.0,0,0
1609,410,3,30,21.0,0,0
1610,448,3,15,14.0,0,0
1611,448,3,40,29.0,0,0
1612,448,3,5,6.0,0,0
1614,448,3,10,28.0,0,1
1615,448,3,15,26.0,0,0
1616,448,3,20,6.0,0,0
1617,448,3,30,23.0,0,0
1618,448,3,40,28.0,0,0
1619,448,3,80,36.0,0,0
1620,488,3,25,25.0,0,0
1621,489,3,35,30.0,0,2
1622,488,3,20,29.0,0,0
1623,488,3,10,10.0,0,0
1624,488,3,30,28.0,0,0
1626,488,3,30,35.0,0,2
1627,531,3,10,10.0,0,0
1628,531,3,15,6.0,0,0
1629,531,3,35,34.0,0,2
1630,531,3,20,25.0,0,0
1632,531,3,45,30.0,0,0
1633,531,3,60,27.0,0,0
1634,577,3,10,11.0,0,0
1635,577,3,20,28.0,0,0
1636,577,3,20,19.0,0,0
1637,577,3,30,27.0,0,0
1638,625,3,5,38.0,0,0
1639,625,3,15,35.0,0,1
1640,625,3,25,25.0,0,0
1641,625,3,35,30.0,0,2
1643,625,3,40,24.0,0,0
1644,625,3,40,29.0,0,0
1646,626,3,10,34.0,0,1
1648,625,3,15,12.0,0,0
1649,625,3,20,38.0,0,2
1650,625,3,50,29.0,0,0
1651,625,3,20,30.0,0,1
1652,677,3,35,32.0,0,2
1653,677,3,50,32.0,0,0
1654,677,3,50,35.0,0,0
1656,677,3,10,25.0,0,0
1657,677,3,10,29.0,0,0
1658,677,3,15,16.0,0,0
1659,677,3,15,34.0,0,2
1660,677,3,20,24.0,0,0
1661,677,3,45,37.0,0,0
1662,677,3,30,5.0,0,0
1664,732,3,15,24.0,0,0
1665,732,3,20,27.0,0,0
1666,732,3,30,19.0,0,0
1667,731,3,20,34.0,0,2
1668,732,3,20,38.0,0,2
1669,731,3,20,36.0,0,2
1670,732,3,30,40.0,0,0
1671,789,3,5,15.0,0,0
1672,789,3,5,38.0,0,0
1673,790,3,10,31.0,0,0
1675,789,3,20,35.0,0,2
1676,789,3,20,36.0,0,2
1677,789,3,40,28.0,0,0
1678,789,3,5,19.0,0,0
1679,789,3,5,27.0,0,0
1680,789,3,15,33.0,0,1
1681,789,3,20,41.0,0,0
1682,790,3,25,37.0,0,2
1683,790,3,35,37.0,0,2
1684,790,3,40,38.0,0,2
1685,851,3,5,22.0,0,0
1686,851,3,5,31.0,0,0
1687,851,3,10,7.0,0,0
1688,851,3,10,15.0,0,0
1689,851,3,20,46.0,0,0
1690,850,3,25,37.0,0,2
1691,851,3,30,20.0,0,0
1692,850,3,40,32.0,0,2
1693,851,3,40,34.0,0,2
1694,915,3,5,37.0,0,0
1695,915,3,15,32.0,0,0
1696,915,3,50,37.0,0,0
1697,916,3,60,33.0,0,0
1698,915,3,20,40.0,0,1
1699,915,3,25,35.0,0,1
1700,916,3,35,29.0,0,0
1701,915,3,45,34.0,0,0
1702,984,3,10,32.0,0,0
1703,984,3,20,41.0,0,2
1704,984,3,35,42.0,0,1
1705,984,3,40,44.0,0,2
1706,984,3,30,36.0,0,2
1707,984,3,5,37.0,0,0
1708,984,3,30,43.0,0,2
1709,984,3,45,26.0,0,0
1710,984,3,10,31.0,0,0
1713,1056,3,20,22.0,0,0
1714,1056,3,20,27.0,0,0
1715,1056,3,20,43.0,0,2
1716,1056,3,30,22.0,0,0
1717,1056,3,35,39.0,0,1
1718,1056,3,50,22.0,0,0
1719,1056,3,15,34.0,0,2
1720,1056,3,5,39.0,0,0
1721,1056,3,5,37.0,0,0
1722,1056,3,10,13.0,0,0
1723,1056,3,10,20.0,0,0
1724,1056,3,10,22.0,0,0
1725,1056,3,15,22.0,0,0
1726,1056,3,30,38.0,0,2
1727,1056,3,35,38.0,0,2
1728,1056,3,50,38.0,0,0
1730,1056,3,10,43.0,0,0
1731,1056,3,20,29.0,0,0
1732,1056,3,40,39.0,0,1
1733,1132,3,5,35.0,0,0
1734,1132,3,15,34.0,0,0
1735,1132,3,5,31.0,0,0
1737,1132,3,35,30.0,0,0
1738,1132,3,20,38.0,0,2
1740,1212,3,5,16.0,0,0
1741,1212,3,25,35.0,0,1
1742,1212,3,60,34.0,0,0
1743,1212,3,15,40.0,0,1
1744,1212,3,15,29.0,0,0
1745,1212,3,15,40.0,0,1
1748,1212,3,5,40.0,0,2
1749,1212,3,20,37.0,0,2
1750,1296,3,5,37.0,0,0
1751,1296,3,15,42.0,0,1
1754,1296,3,20,30.0,0,1
1755,1296,3,25,42.0,0,1
1757,1297,3,10,45.0,0,1
1758,1296,3,20,22.0,0,0
1759,1296,3,25,38.0,0,1
1760,1296,3,60,45.0,0,0
1761,1297,3,20,39.0,0,2
1762,1296,3,20,42.0,0,2
1763,1385,3,5,30.0,0,1
1764,1385,3,10,40.0,0,1
1765,1385,3,30,13.0,0,0
1766,1385,3,35,24.0,0,0
1767,1385,3,10,31.0,0,0
1768,1385,3,40,50.0,0,2
1769,1385,3,10,25.0,0,0
1770,1385,3,20,44.0,0,2
1771,1385,3,20,43.0,0,2
1772,1385,3,10,35.0,0,0
1773,1385,3,30,41.0,0,1
1774,1478,3,20,28.0,0,0
1775,1478,3,30,37.0,0,0
1776,1478,3,40,28.0,0,0
1778,1478,3,15,20.0,0,0
1779,1478,3,20,40.0,0,1
1780,1478,3,5,13.0,0,0
1781,1478,3,10,12.0,0,0
1782,1478,3,10,50.0,0,1
1784,1478,3,20,14.0,0,0
1785,1478,3,25,30.0,0,0
1786,1478,3,40,38.0,0,1
1787,1478,3,40,41.0,0,1
1788,1478,3,20,40.0,0,1
1789,1576,3,5,40.0,0,1
1790,1576,3,15,40.0,0,1
1791,1576,3,20,29.0,0,0
1792,1576,3,20,43.0,0,2
1793,1575,3,30,42.0,0,1
1794,1576,3,30,46.0,0,2
1795,1576,3,20,45.0,0,2
1796,1576,3,25,45.0,0,2
1797,1678,3,5,35.0,0,0
1798,1678,3,10,41.0,0,1
1799,1678,3,20,54.0,0,2
1801,1678,3,20,35.0,0,1
1803,1678,3,10,54.0,0,0
1804,1678,3,20,48.0,0,2
1805,1678,3,30,38.0,0,0
1806,1678,3,20,50.0,0,2
1807,1678,3,15,38.0,0,0
1808,1678,3,40,46.0,0,2
1809,1785,3,20,34.0,0,1
1810,1785,3,40,34.0,0,0
1811,1785,3,40,45.0,0,2
1812,1785,3,15,45.0,0,1
1813,1785,3,20,40.0,0,1
1814,1785,3,20,50.0,0,2
1815,1786,3,20,50.0,0,2
1816,1785,3,10,30.0,0,0
1817,1786,3,20,40.0,0,1
1818,1785,3,20,39.0,0,0
1819,1785,3,20,47.0,0,2
1820,1898,3,15,21.0,0,0
1821,1898,3,40,28.0,0,0
1822,1898,3,20,40.0,0,1
1823,1898,3,5,48.0,0,2
1824,1898,3,10,31.0,0,0
1825,1898,3,10,41.0,0,1
1828,1898,3,20,47.0,0,2
1829,1898,3,40,30.0,0,0
