Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Categoria_Pesticida__1,Categoria_Pesticida__2,Categoria_Pesticida__3,Temporada__1,Temporada__2,Temporada__3,dano_na_plantacao
SCROP80390,1212,0,1,20,27.0,26,0,1,0,1,0,0,0
SCROP80391,1212,0,1,20,16.0,25,0,1,0,0,1,0,0
SCROP80392,1212,0,1,20,19.0,24,0,1,0,1,0,0,0
SCROP80393,1212,0,1,20,26.0,14,0,1,0,0,0,1,0
SCROP80394,1212,0,1,20,28.0,14,0,1,0,0,1,0,0
SCROP80395,1212,0,1,20,33.0,8,0,1,0,0,1,0,0
SCROP80396,1212,0,1,25,11.0,28,0,1,0,0,0,1,0
SCROP80397,1212,0,1,25,19.0,18,0,1,0,0,1,0,0
SCROP80398,1212,0,1,25,19.0,20,0,1,0,0,0,1,0
SCROP80399,1212,0,1,25,36.0,9,0,1,0,0,1,0,0
SCROP80400,1212,0,1,25,37.0,1,0,1,0,0,1,0,0
SCROP80401,1212,0,1,25,38.0,7,0,1,0,0,0,1,0
SCROP80402,1212,0,1,30,13.0,26,0,1,0,0,0,1,0
SCROP80403,1212,0,1,30,19.0,19,0,1,0,1,0,0,0
SCROP80404,1212,0,1,30,22.0,15,0,1,0,0,0,1,0
SCROP80405,1212,0,1,30,22.0,20,0,1,0,0,1,0,0
SCROP80406,1212,0,1,30,24.0,9,0,1,0,0,1,0,0
SCROP80407,1212,0,1,35,25.0,15,0,1,0,0,0,1,0
SCROP80408,1212,0,1,40,10.0,28,0,1,0,0,1,0,0
SCROP80409,1212,0,1,40,15.0,24,0,1,0,0,1,0,0
SCROP80410,1212,0,1,40,16.0,18,0,1,0,1,0,0,0
SCROP80411,1212,0,1,40,19.0,19,0,1,0,0,1,0,0
SCROP80412,1212,0,1,40,24.0,19,0,1,0,0,1,0,0
SCROP80413,1212,0,1,40,32.0,10,0,1,0,1,0,0,0
SCROP80414,1212,0,1,40,33.0,4,0,1,0,0,0,1,0
SCROP80415,1212,0,1,40,34.0,14,0,1,0,0,1,0,0
SCROP80416,1212,0,1,40,43.0,1,0,1,0,0,1,0,0
SCROP80417,1212,0,1,45,39.0,2,0,1,0,1,0,0,0
SCROP80418,1212,0,1,60,38.0,5,0,1,0,0,1,0,0
SCROP80419,1212,0,1,70,27.0,19,0,1,0,1,0,0,0
SCROP80420,1212,0,1,40,27.0,14,0,1,0,1,0,0,0
SCROP80421,1212,0,1,30,41.0,2,0,1,0,0,1,0,0
SCROP80422,1212,0,1,40,24.0,17,0,1,0,0,1,0,0
SCROP80423,1297,0,1,20,34.0,5,0,1,0,0,0,1,0
SCROP80424,1296,0,1,5,8.0,25,0,1,0,0,1,0,0
SCROP80425,1296,0,1,5,20.0,1,0,1,0,1,0,0,0
SCROP80426,1297,0,1,10,27.0,11,0,1,0,0,0,1,0
SCROP80427,1296,0,1,10,27.0,17,0,1,0,0,1,0,0
SCROP80428,1297,0,1,10,32.0,13,0,1,0,0,1,0,0
SCROP80429,1297,0,1,15,16.0,22,0,1,0,1,0,0,0
SCROP80430,1296,0,1,15,16.0,23,0,1,0,0,1,0,0
SCROP80431,1296,0,1,15,26.0,18,0,1,0,0,0,1,0
SCROP80432,1297,0,1,15,29.0,10,0,1,0,0,0,1,0
SCROP80433,1297,0,1,20,18.0,25,0,1,0,0,1,0,0
SCROP80434,1297,0,1,20,23.0,5,0,1,0,0,1,0,0
SCROP80435,1296,0,1,20,27.0,13,0,1,0,0,1,0,0
SCROP80436,1296,0,1,20,33.0,5,0,1,0,0,1,0,0
SCROP80437,1297,0,1,25,16.0,19,0,1,0,0,0,1,0
SCROP80438,1296,0,1,25,22.0,20,0,1,0,0,1,0,0
SCROP80439,1296,0,1,25,27.0,13,0,1,0,0,1,0,0
SCROP80440,1297,0,1,25,28.0,14,0,1,0,0,1,0,0
SCROP80441,1296,0,1,25,27.0,12,0,1,0,1,0,0,0
SCROP80442,1297,0,1,25,32.0,10,0,1,0,0,0,1,0
SCROP80443,1296,0,1,30,17.0,18,0,1,0,1,0,0,0
SCROP80444,1297,0,1,30,20.0,23,0,1,0,1,0,0,0
SCROP80445,1296,0,1,30,21.0,15,0,1,0,1,0,0,0
SCROP80446,1297,0,1,30,23.0,20,0,1,0,0,1,0,0
SCROP80447,1296,0,1,30,31.0,8,0,1,0,1,0,0,0
SCROP80448,1296,0,1,35,26.0,15,0,1,0,1,0,0,0
SCROP80449,1297,0,1,40,27.0,25,0,1,0,0,1,0,0
SCROP80450,1296,0,1,40,22.0,19,0,1,0,0,0,1,0
SCROP80451,1297,0,1,40,23.0,14,0,1,0,1,0,0,0
SCROP80452,1296,0,1,40,27.0,11,0,1,0,1,0,0,0
SCROP80453,1296,0,1,40,33.0,0,0,1,0,0,1,0,0
SCROP80454,1296,0,1,40,36.0,9,0,1,0,0,0,1,0
SCROP80455,1296,0,1,40,39.0,4,0,1,0,1,0,0,0
SCROP80456,1297,0,1,40,27.0,2,0,1,0,1,0,0,0
SCROP80457,1296,0,1,50,34.0,6,0,1,0,0,1,0,0
SCROP80458,1296,0,1,50,38.0,9,0,1,0,0,0,1,0
SCROP80459,1296,0,1,55,40.0,5,0,1,0,0,0,1,0
SCROP80460,1296,0,1,20,13.0,17,0,1,0,0,0,1,0
SCROP80461,1296,0,1,20,23.0,16,0,1,0,0,0,1,0
SCROP80462,1296,0,1,20,31.0,17,0,1,0,0,0,1,0
SCROP80463,1296,0,1,20,43.0,5,0,1,0,1,0,0,0
SCROP80464,1297,0,1,45,41.0,2,0,1,0,0,0,1,0
SCROP80465,1385,0,1,15,10.0,21,0,1,0,0,1,0,0
SCROP80466,1385,0,1,5,20.0,1,0,1,0,1,0,0,0
SCROP80467,1385,0,1,10,14.0,25,0,1,0,0,0,1,0
SCROP80468,1385,0,1,10,23.0,21,0,1,0,0,1,0,0
SCROP80469,1385,0,1,10,24.0,17,0,1,0,1,0,0,0
SCROP80470,1385,0,1,10,26.0,19,0,1,0,0,1,0,0
SCROP80471,1385,0,1,15,19.0,18,0,1,0,0,0,1,0
SCROP80472,1385,0,1,15,24.0,17,0,1,0,0,0,1,0
SCROP80473,1385,0,1,20,19.0,16,0,1,0,0,1,0,0
SCROP80474,1385,0,1,20,19.0,23,0,1,0,1,0,0,0
SCROP80475,1385,0,1,20,20.0,20,0,1,0,0,1,0,0
SCROP80476,1385,0,1,20,22.0,14,0,1,0,0,0,1,0
SCROP80477,1385,0,1,20,27.0,20,0,1,0,1,0,0,0
SCROP80478,1385,0,1,20,25.0,21,0,1,0,1,0,0,0
SCROP80479,1385,0,1,20,28.0,13,0,1,0,0,1,0,0
SCROP80480,1385,0,1,20,43.0,2,0,1,0,1,0,0,0
SCROP80481,1385,0,1,20,44.0,1,0,1,0,0,0,1,0
SCROP80482,1385,0,1,25,14.0,29,0,1,0,0,1,0,0
SCROP80483,1385,0,1,25,20.0,11,0,1,0,0,1,0,0
SCROP80484,1385,0,1,25,30.0,16,0,1,0,1,0,0,0
SCROP80485,1385,0,1,30,10.0,31,0,1,0,0,1,0,0
SCROP80486,1385,0,1,30,28.0,11,0,1,0,1,0,0,0
SCROP80487,1385,0,1,35,30.0,14,0,1,0,0,1,0,0
SCROP80488,1385,0,1,40,19.0,23,0,1,0,0,1,0,0
SCROP80489,1385,0,1,40,27.0,14,0,1,0,0,1,0,0
SCROP80490,1385,0,1,40,31.0,15,0,1,0,0,1,0,0
SCROP80491,1385,0,1,40,44.0,0,0,1,0,0,1,0,0
SCROP80492,1385,0,1,45,32.0,11,0,1,0,0,1,0,0
SCROP80493,1385,0,1,60,35.0,10,0,1,0,0,1,0,0
SCROP80494,1385,0,1,5,5.0,11,0,1,0,1,0,0,0
SCROP80495,1385,0,1,15,15.0,4,0,1,0,0,1,0,0
SCROP80496,1385,0,1,50,39.0,6,0,1,0,1,0,0,0
SCROP80497,1385,0,1,40,23.0,21,0,1,0,1,0,0,0
SCROP80498,1385,0,1,40,41.0,5,0,1,0,0,1,0,0
SCROP80499,1478,0,1,10,24.0,22,0,1,0,0,1,0,0
SCROP80500,1478,0,1,5,20.0,16,0,1,0,0,1,0,0
SCROP80501,1478,0,1,5,20.0,22,0,1,0,1,0,0,0
SCROP80502,1478,0,1,10,14.0,28,0,1,0,0,1,0,0
SCROP80503,1478,0,1,10,25.0,15,0,1,0,1,0,0,0
SCROP80504,1478,0,1,10,33.0,7,0,1,0,1,0,0,0
SCROP80505,1478,0,1,10,35.0,0,0,1,0,0,0,1,0
SCROP80506,1478,0,1,15,10.0,20,0,1,0,1,0,0,0
SCROP80507,1478,0,1,15,16.0,18,0,1,0,0,1,0,0
SCROP80508,1478,0,1,15,17.0,28,0,1,0,0,1,0,0
SCROP80509,1478,0,1,15,20.0,24,0,1,0,0,0,1,0
SCROP80510,1478,0,1,20,8.0,28,0,1,0,0,1,0,0
SCROP80511,1478,0,1,20,12.0,32,0,1,0,0,0,1,0
SCROP80512,1478,0,1,20,22.0,26,0,1,0,0,1,0,0
SCROP80513,1478,0,1,20,28.0,18,0,1,0,0,1,0,0
SCROP80514,1478,0,1,30,13.0,29,0,1,0,0,1,0,0
SCROP80515,1478,0,1,30,32.0,2,0,1,0,0,0,1,0
SCROP80516,1478,0,1,40,44.0,2,0,1,0,0,1,0,0
SCROP80517,1478,0,1,45,29.0,14,0,1,0,0,0,1,0
SCROP80518,1478,0,1,60,31.0,14,0,1,0,0,0,1,0
SCROP80519,1478,0,1,60,37.0,5,0,1,0,1,0,0,0
SCROP80520,1478,0,1,60,27.0,10,0,1,0,1,0,0,0
SCROP80521,1478,0,1,40,10.0,13,0,1,0,1,0,0,0
SCROP80522,1478,0,1,20,30.0,14,0,1,0,0,1,0,0
SCROP80523,1478,0,1,30,35.0,6,0,1,0,0,1,0,0
SCROP80524,1478,0,1,20,32.0,12,0,1,0,0,0,1,0
SCROP80525,1576,0,1,5,12.0,25,0,1,0,0,1,0,0
SCROP80526,1576,0,1,5,30.0,18,0,1,0,1,0,0,0
SCROP80527,1575,0,1,10,7.0,28,0,1,0,0,1,0,0
SCROP80528,1576,0,1,10,27.0,22,0,1,0,1,0,0,0
SCROP80529,1576,0,1,10,20.0,26,0,1,0,1,0,0,0
SCROP80530,1576,0,1,10,26.0,19,0,1,0,0,1,0,0
SCROP80531,1575,0,1,15,41.0,6,0,1,0,0,1,0,0
SCROP80532,1576,0,1,20,14.0,28,0,1,0,0,1,0,0
SCROP80533,1576,0,1,20,29.0,10,0,1,0,0,1,0,0
SCROP80534,1575,0,1,20,29.0,13,0,1,0,0,1,0,0
SCROP80535,1576,0,1,20,35.0,13,0,1,0,1,0,0,0
SCROP80536,1575,0,1,20,36.0,2,0,1,0,0,1,0,0
SCROP80537,1576,0,1,20,27.0,5,0,1,0,1,0,0,0
SCROP80538,1576,0,1,30,22.0,18,0,1,0,1,0,0,0
SCROP80539,1576,0,1,30,27.0,12,0,1,0,1,0,0,0
SCROP80540,1575,0,1,30,37.0,4,0,1,0,0,1,0,0
SCROP80541,1575,0,1,40,9.0,28,0,1,0,0,1,0,0
SCROP80542,1575,0,1,40,15.0,26,0,1,0,0,0,1,0
SCROP80543,1575,0,1,60,36.0,12,0,1,0,0,1,0,0
SCROP80544,1576,0,1,60,40.0,5,0,1,0,1,0,0,0
SCROP80545,1576,0,1,20,42.0,7,0,1,0,0,1,0,0
SCROP80546,1575,0,1,40,39.0,3,0,1,0,0,0,1,0
SCROP80547,1576,0,1,30,35.0,11,0,1,0,0,1,0,0
SCROP80548,1576,0,1,80,28.0,20,0,1,0,0,1,0,0
SCROP80549,1678,0,1,25,32.0,12,0,1,0,0,0,1,0
SCROP80550,1678,0,1,30,27.0,14,0,1,0,0,0,1,0
SCROP80551,1678,0,1,5,14.0,33,0,1,0,0,0,1,0
SCROP80552,1678,0,1,5,40.0,4,0,1,0,0,1,0,0
SCROP80553,1678,0,1,10,5.0,34,0,1,0,0,1,0,0
SCROP80554,1678,0,1,10,15.0,32,0,1,0,1,0,0,0
SCROP80555,1678,0,1,10,20.0,28,0,1,0,0,1,0,0
SCROP80556,1678,0,1,10,26.0,27,0,1,0,1,0,0,0
SCROP80557,1678,0,1,10,30.0,13,0,1,0,0,1,0,0
SCROP80558,1678,0,1,15,14.0,34,0,1,0,0,1,0,0
SCROP80559,1678,0,1,15,30.0,18,0,1,0,1,0,0,0
SCROP80560,1678,0,1,20,9.0,33,0,1,0,1,0,0,0
SCROP80561,1678,0,1,20,42.0,7,0,1,0,0,1,0,0
SCROP80562,1678,0,1,20,48.0,1,0,1,0,0,0,1,0
SCROP80563,1678,0,1,25,29.0,17,0,1,0,0,1,0,0
SCROP80564,1678,0,1,30,16.0,30,0,1,0,0,0,1,0
SCROP80565,1678,0,1,30,19.0,19,0,1,0,0,0,1,0
SCROP80566,1678,0,1,30,27.0,25,0,1,0,1,0,0,0
SCROP80567,1678,0,1,30,26.0,14,0,1,0,0,0,1,0
SCROP80568,1678,0,1,30,34.0,12,0,1,0,1,0,0,0
SCROP80569,1678,0,1,30,41.0,6,0,1,0,0,1,0,0
SCROP80570,1678,0,1,30,41.0,10,0,1,0,0,1,0,0
SCROP80571,1678,0,1,35,20.0,23,0,1,0,0,1,0,0
SCROP80572,1678,0,1,40,24.0,22,0,1,0,0,1,0,0
SCROP80573,1678,0,1,40,31.0,17,0,1,0,0,0,1,0
SCROP80574,1678,0,1,40,33.0,4,0,1,0,0,1,0,0
SCROP80575,1678,0,1,40,36.0,2,0,1,0,0,1,0,0
SCROP80576,1678,0,1,60,33.0,13,0,1,0,0,1,0,0
SCROP80577,1678,0,1,40,22.0,20,0,1,0,0,1,0,0
SCROP80578,1785,0,1,10,20.0,15,0,1,0,0,1,0,0
SCROP80579,1785,0,1,10,35.0,10,0,1,0,0,0,1,0
SCROP80580,1785,0,1,15,27.0,10,0,1,0,1,0,0,0
SCROP80581,1785,0,1,15,17.0,18,0,1,0,0,1,0,0
SCROP80582,1785,0,1,15,22.0,25,0,1,0,0,1,0,0
SCROP80583,1785,0,1,15,37.0,11,0,1,0,1,0,0,0
SCROP80584,1785,0,1,20,38.0,15,0,1,0,0,1,0,0
SCROP80585,1785,0,1,25,9.0,35,0,1,0,1,0,0,0
SCROP80586,1785,0,1,30,23.0,30,0,1,0,0,1,0,0
SCROP80587,1786,0,1,30,28.0,18,0,1,0,1,0,0,0
SCROP80588,1786,0,1,40,27.0,15,0,1,0,1,0,0,0
SCROP80589,1786,0,1,40,32.0,10,0,1,0,1,0,0,0
SCROP80590,1785,0,1,40,35.0,14,0,1,0,1,0,0,0
SCROP80591,1785,0,1,40,35.0,15,0,1,0,0,1,0,0
SCROP80592,1786,0,1,40,51.0,0,0,1,0,0,0,1,0
SCROP80593,1786,0,1,50,27.0,30,0,1,0,0,1,0,0
SCROP80594,1785,0,1,50,44.0,1,0,1,0,0,0,1,0
SCROP80595,1786,0,1,60,30.0,18,0,1,0,0,1,0,0
SCROP80596,1786,0,1,60,42.0,5,0,1,0,0,1,0,0
SCROP80597,1785,0,1,30,36.0,9,0,1,0,1,0,0,0
SCROP80598,1785,0,1,15,27.0,22,0,1,0,1,0,0,0
SCROP80599,1786,0,1,25,27.0,19,0,1,0,0,1,0,0
SCROP80600,1898,0,1,10,11.0,30,0,1,0,0,1,0,0
SCROP80601,1898,0,1,20,15.0,32,0,1,0,0,1,0,0
SCROP80602,1898,0,1,20,20.0,23,0,1,0,0,0,1,0
SCROP80603,1898,0,1,20,30.0,20,0,1,0,0,1,0,0
SCROP80604,1898,0,1,20,32.0,16,0,1,0,0,1,0,0
SCROP80605,1898,0,1,20,33.0,5,0,1,0,0,1,0,0
SCROP80606,1898,0,1,20,35.0,15,0,1,0,0,0,1,0
SCROP80607,1898,0,1,30,11.0,36,0,1,0,0,1,0,0
SCROP80608,1898,0,1,30,20.0,25,0,1,0,1,0,0,0
SCROP80609,1898,0,1,30,25.0,14,0,1,0,0,1,0,0
SCROP80610,1898,0,1,30,25.0,21,0,1,0,0,1,0,0
SCROP80611,1898,0,1,30,27.0,3,0,1,0,1,0,0,0
SCROP80612,1898,0,1,35,20.0,18,0,1,0,1,0,0,0
SCROP80613,1898,0,1,40,16.0,29,0,1,0,0,1,0,0
SCROP80614,1898,0,1,40,20.0,11,0,1,0,0,1,0,0
SCROP80615,1898,0,1,40,31.0,13,0,1,0,1,0,0,0
SCROP80616,1898,0,1,40,32.0,16,0,1,0,0,1,0,0
SCROP80617,1898,0,1,40,39.0,11,0,1,0,0,0,1,0
SCROP80618,1898,0,1,40,40.0,9,0,1,0,1,0,0,0
SCROP80619,1898,0,1,60,31.0,12,0,1,0,0,1,0,0
SCROP80620,1898,0,1,20,20.0,20,0,1,0,0,1,0,0
SCROP80621,1898,0,1,20,27.0,21,0,1,0,1,0,0,0
SCROP80622,1898,0,1,20,27.0,16,0,1,0,0,1,0,0
SCROP80623,2015,0,1,20,38.0,5,0,1,0,0,1,0,0
SCROP80624,2016,0,1,5,30.0,12,0,1,0,0,0,1,0
SCROP80625,2016,0,1,5,39.0,12,0,1,0,0,1,0,0
SCROP80626,2015,0,1,10,10.0,37,0,1,0,1,0,0,0
SCROP80627,2015,0,1,10,27.0,12,0,1,0,1,0,0,0
SCROP80628,2016,0,1,10,27.0,27,0,1,0,0,1,0,0
SCROP80629,2015,0,1,20,14.0,35,0,1,0,1,0,0,0
SCROP80630,2015,0,1,20,16.0,32,0,1,0,1,0,0,0
SCROP80631,2016,0,1,20,20.0,25,0,1,0,0,1,0,0
SCROP80632,2015,0,1,20,27.0,18,0,1,0,1,0,0,0
SCROP80633,2015,0,1,20,29.0,19,0,1,0,1,0,0,0
SCROP80634,2015,0,1,20,27.0,7,0,1,0,0,1,0,0
SCROP80635,2015,0,1,30,8.0,37,0,1,0,0,0,1,0
SCROP80636,2015,0,1,30,15.0,32,0,1,0,0,0,1,0
SCROP80637,2016,0,1,30,36.0,13,0,1,0,0,0,1,0
SCROP80638,2015,0,1,30,40.0,2,0,1,0,0,1,0,0
SCROP80639,2015,0,1,30,48.0,3,0,1,0,1,0,0,0
SCROP80640,2016,0,1,40,27.0,30,0,1,0,0,1,0,0
SCROP80641,2016,0,1,40,33.0,18,0,1,0,0,0,1,0
SCROP80642,2016,0,1,40,38.0,3,0,1,0,0,1,0,0
SCROP80643,2015,0,1,40,50.0,6,0,1,0,1,0,0,0
SCROP80644,2015,0,1,50,28.0,21,0,1,0,1,0,0,0
SCROP80645,2015,0,1,50,39.0,11,0,1,0,0,1,0,0
SCROP80646,2138,0,1,5,10.0,37,0,1,0,1,0,0,0
SCROP80647,2138,0,1,10,12.0,23,0,1,0,0,0,1,0
SCROP80648,2139,0,1,10,27.0,16,0,1,0,0,1,0,0
SCROP80649,2139,0,1,15,27.0,32,0,1,0,0,0,1,0
SCROP80650,2139,0,1,15,21.0,27,0,1,0,1,0,0,0
SCROP80651,2138,0,1,15,23.0,18,0,1,0,0,1,0,0
SCROP80652,2138,0,1,15,27.0,28,0,1,0,0,1,0,0
SCROP80653,2139,0,1,20,11.0,37,0,1,0,1,0,0,0
SCROP80654,2139,0,1,20,15.0,25,0,1,0,0,1,0,0
SCROP80655,2139,0,1,20,22.0,25,0,1,0,0,1,0,0
SCROP80656,2139,0,1,20,25.0,26,0,1,0,0,1,0,0
SCROP80657,2138,0,1,20,35.0,14,0,1,0,0,1,0,0
SCROP80658,2138,0,1,20,27.0,3,0,1,0,0,1,0,0
SCROP80659,2139,0,1,20,48.0,6,0,1,0,1,0,0,0
SCROP80660,2139,0,1,25,27.0,6,0,1,0,1,0,0,0
SCROP80661,2138,0,1,40,20.0,33,0,1,0,1,0,0,0
SCROP80662,2138,0,1,40,22.0,27,0,1,0,1,0,0,0
SCROP80663,2139,0,1,40,27.0,11,0,1,0,1,0,0,0
SCROP80664,2139,0,1,40,27.0,14,0,1,0,1,0,0,0
SCROP80665,2138,0,1,40,27.0,7,0,1,0,1,0,0,0
SCROP80666,2138,0,1,40,46.0,7,0,1,0,0,1,0,0
SCROP80667,2139,0,1,40,47.0,9,0,1,0,1,0,0,0
SCROP80668,2138,0,1,45,38.0,12,0,1,0,1,0,0,0
SCROP80669,2139,0,1,60,20.0,23,0,1,0,0,1,0,0
SCROP80670,2139,0,1,40,38.0,13,0,1,0,0,1,0,0
SCROP80671,2138,0,1,20,12.0,38,0,1,0,0,1,0,0
SCROP80672,2138,0,1,20,29.0,20,0,1,0,0,1,0,0
SCROP80673,2267,0,1,10,32.0,19,0,1,0,0,1,0,0
SCROP80674,2267,0,1,10,39.0,19,0,1,0,0,1,0,0
SCROP80675,2267,0,1,15,22.0,28,0,1,0,0,1,0,0
SCROP80676,2267,0,1,15,38.0,13,0,1,0,0,1,0,0
SCROP80677,2267,0,1,20,27.0,34,0,1,0,1,0,0,0
SCROP80678,2267,0,1,20,17.0,33,0,1,0,0,1,0,0
SCROP80679,2267,0,1,20,18.0,14,0,1,0,1,0,0,0
SCROP80680,2267,0,1,20,18.0,34,0,1,0,0,1,0,0
SCROP80681,2267,0,1,25,8.0,37,0,1,0,1,0,0,0
SCROP80682,2267,0,1,25,42.0,9,0,1,0,1,0,0,0
SCROP80683,2267,0,1,30,49.0,2,0,1,0,0,1,0,0
SCROP80684,2267,0,1,40,19.0,29,0,1,0,1,0,0,0
SCROP80685,2267,0,1,40,25.0,14,0,1,0,1,0,0,0
SCROP80686,2267,0,1,40,27.0,8,0,1,0,1,0,0,0
SCROP80687,2267,0,1,40,44.0,11,0,1,0,0,0,1,0
SCROP80688,2267,0,1,60,40.0,8,0,1,0,0,1,0,0
SCROP80689,2267,0,1,60,41.0,16,0,1,0,0,1,0,0
SCROP80690,2267,0,1,15,20.0,29,0,1,0,0,1,0,0
SCROP80691,2267,0,1,20,32.0,19,0,1,0,1,0,0,0
SCROP80692,2401,0,1,5,8.0,35,0,1,0,0,1,0,0
SCROP80693,2402,0,1,5,34.0,12,0,1,0,1,0,0,0
SCROP80694,2402,0,1,10,45.0,5,0,1,0,0,1,0,0
SCROP80695,2401,0,1,10,48.0,8,0,1,0,0,1,0,0
SCROP80696,2402,0,1,15,14.0,35,0,1,0,0,1,0,0
SCROP80697,2401,0,1,20,25.0,27,0,1,0,1,0,0,0
SCROP80698,2402,0,1,20,34.0,18,0,1,0,0,0,1,0
SCROP80699,2401,0,1,20,50.0,2,0,1,0,0,1,0,0
SCROP80700,2401,0,1,25,26.0,27,0,1,0,0,0,1,0
SCROP80701,2401,0,1,25,33.0,11,0,1,0,0,1,0,0
SCROP80702,2401,0,1,30,19.0,40,0,1,0,0,0,1,0
SCROP80703,2401,0,1,30,50.0,4,0,1,0,0,1,0,0
SCROP80704,2402,0,1,40,30.0,24,0,1,0,1,0,0,0
SCROP80705,2401,0,1,50,27.0,21,0,1,0,0,1,0,0
SCROP80706,2401,0,1,50,38.0,22,0,1,0,1,0,0,0
SCROP80707,2401,0,1,55,43.0,8,0,1,0,0,1,0,0
SCROP80708,2401,0,1,60,30.0,25,0,1,0,1,0,0,0
SCROP80709,2402,0,1,60,41.0,15,0,1,0,1,0,0,0
SCROP80710,2401,0,1,15,17.0,35,0,1,0,0,1,0,0
SCROP80711,2402,0,1,40,15.0,36,0,1,0,0,1,0,0
SCROP80712,2402,0,1,50,5.0,35,0,1,0,0,1,0,0
SCROP80713,2401,0,1,15,27.0,40,0,1,0,1,0,0,0
SCROP80714,2542,0,1,5,14.0,35,0,1,0,0,0,1,0
SCROP80715,2541,0,1,10,11.0,24,0,1,0,0,1,0,0
SCROP80716,2542,0,1,10,27.0,13,0,1,0,1,0,0,0
SCROP80717,2541,0,1,15,5.0,31,0,1,0,0,0,1,0
SCROP80718,2541,0,1,15,35.0,17,0,1,0,1,0,0,0
SCROP80719,2542,0,1,15,45.0,9,0,1,0,0,1,0,0
SCROP80720,2541,0,1,20,25.0,25,0,1,0,0,1,0,0
SCROP80721,2541,0,1,20,32.0,18,0,1,0,0,1,0,0
SCROP80722,2541,0,1,20,34.0,13,0,1,0,0,1,0,0
SCROP80723,2541,0,1,25,49.0,6,0,1,0,1,0,0,0
SCROP80724,2541,0,1,30,45.0,7,0,1,0,1,0,0,0
SCROP80725,2542,0,1,35,6.0,41,0,1,0,0,1,0,0
SCROP80726,2542,0,1,40,16.0,38,0,1,0,1,0,0,0
SCROP80727,2542,0,1,40,30.0,31,0,1,0,1,0,0,0
SCROP80728,2541,0,1,60,27.0,34,0,1,0,1,0,0,0
SCROP80729,2541,0,1,60,39.0,14,0,1,0,0,1,0,0
SCROP80730,2542,0,1,30,39.0,7,0,1,0,0,0,1,0
SCROP80731,2688,0,1,10,30.0,14,0,1,0,0,0,1,0
SCROP80732,2687,0,1,15,14.0,36,0,1,0,0,1,0,0
SCROP80733,2688,0,1,15,38.0,14,0,1,0,1,0,0,0
SCROP80734,2687,0,1,15,51.0,0,0,1,0,0,0,1,0
SCROP80735,2688,0,1,20,27.0,22,0,1,0,0,1,0,0
SCROP80736,2688,0,1,20,43.0,7,0,1,0,1,0,0,0
SCROP80737,2688,0,1,20,44.0,7,0,1,0,0,0,1,0
SCROP80738,2688,0,1,25,27.0,5,0,1,0,0,1,0,0
SCROP80739,2688,0,1,30,22.0,16,0,1,0,0,1,0,0
SCROP80740,2688,0,1,40,27.0,19,0,1,0,0,1,0,0
SCROP80741,2688,0,1,40,36.0,13,0,1,0,0,1,0,0
SCROP80742,2688,0,1,45,23.0,32,0,1,0,1,0,0,0
SCROP80743,2688,0,1,60,30.0,19,0,1,0,0,1,0,0
SCROP80744,2840,0,1,40,44.0,20,0,1,0,1,0,0,0
SCROP80745,2840,0,1,10,40.0,10,0,1,0,1,0,0,0
SCROP80746,2840,0,1,15,41.0,12,0,1,0,0,0,1,0
SCROP80747,2840,0,1,20,33.0,22,0,1,0,0,1,0,0
SCROP80748,2840,0,1,20,40.0,11,0,1,0,0,0,1,0
SCROP80749,2840,0,1,20,27.0,14,0,1,0,1,0,0,0
SCROP80750,2840,0,1,20,50.0,1,0,1,0,0,1,0,0
SCROP80751,2840,0,1,30,24.0,30,0,1,0,0,1,0,0
SCROP80752,2840,0,1,30,50.0,6,0,1,0,0,1,0,0
SCROP80753,2840,0,1,40,36.0,17,0,1,0,0,1,0,0
SCROP80754,2840,0,1,50,21.0,34,0,1,0,1,0,0,0
SCROP80755,2840,0,1,20,31.0,21,0,1,0,0,1,0,0
SCROP80756,2840,0,1,20,33.0,20,0,1,0,1,0,0,0
SCROP80757,2999,0,1,10,10.0,40,0,1,0,0,1,0,0
SCROP80758,2999,0,1,20,13.0,44,0,1,0,0,1,0,0
SCROP80759,2999,0,1,20,17.0,29,0,1,0,0,1,0,0
SCROP80760,2999,0,1,20,23.0,35,0,1,0,1,0,0,0
SCROP80761,2999,0,1,20,45.0,14,0,1,0,1,0,0,0
SCROP80762,2999,0,1,20,27.0,3,0,1,0,0,1,0,0
SCROP80763,2999,0,1,20,50.0,2,0,1,0,0,1,0,0
SCROP80764,2999,0,1,40,11.0,41,0,1,0,0,1,0,0
SCROP80765,2999,0,1,40,43.0,14,0,1,0,0,1,0,0
SCROP80766,3165,0,1,10,20.0,25,0,1,0,1,0,0,0
SCROP80767,3164,0,1,15,15.0,35,0,1,0,0,1,0,0
SCROP80768,3164,0,1,15,30.0,22,0,1,0,1,0,0,0
SCROP80769,3164,0,1,15,27.0,6,0,1,0,1,0,0,0
SCROP80770,3164,0,1,20,24.0,35,0,1,0,1,0,0,0
SCROP80771,3164,0,1,20,30.0,20,0,1,0,0,1,0,0
SCROP80772,3164,0,1,20,35.0,19,0,1,0,0,0,1,0
SCROP80773,3165,0,1,20,40.0,17,0,1,0,0,1,0,0
