,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada
80491,SCROP80492,1385,0,1,2,45,32.0,11,2
80492,SCROP80493,1385,0,1,2,60,35.0,10,2
80493,SCROP80494,1385,0,1,2,5,5.0,11,1
80494,SCROP80495,1385,0,1,2,15,15.0,4,2
80495,SCROP80496,1385,0,1,2,50,39.0,6,1
80496,SCROP80497,1385,0,1,2,40,23.0,21,1
80497,SCROP80498,1385,0,1,2,40,41.0,5,2
80498,SCROP80499,1478,0,1,2,10,24.0,22,2
80499,SCROP80500,1478,0,1,2,5,20.0,16,2
80500,SCROP80501,1478,0,1,2,5,20.0,22,1
80501,SCROP80502,1478,0,1,2,10,14.0,28,2
80502,SCROP80503,1478,0,1,2,10,25.0,15,1
80503,SCROP80504,1478,0,1,2,10,33.0,7,1
80504,SCROP80505,1478,0,1,2,10,35.0,0,3
80505,SCROP80506,1478,0,1,2,15,10.0,20,1
80506,SCROP80507,1478,0,1,2,15,16.0,18,2
80507,SCROP80508,1478,0,1,2,15,17.0,28,2
80508,SCROP80509,1478,0,1,2,15,20.0,24,3
80509,SCROP80510,1478,0,1,2,20,8.0,28,2
80510,SCROP80511,1478,0,1,2,20,12.0,32,3
80511,SCROP80512,1478,0,1,2,20,22.0,26,2
80512,SCROP80513,1478,0,1,2,20,28.0,18,2
80513,SCROP80514,1478,0,1,2,30,13.0,29,2
80514,SCROP80515,1478,0,1,2,30,32.0,2,3
80515,SCROP80516,1478,0,1,2,40,44.0,2,2
80516,SCROP80517,1478,0,1,2,45,29.0,14,3
80517,SCROP80518,1478,0,1,2,60,31.0,14,3
80518,SCROP80519,1478,0,1,2,60,37.0,5,1
80519,SCROP80520,1478,0,1,2,60,,10,1
80520,SCROP80521,1478,0,1,2,40,10.0,13,1
80521,SCROP80522,1478,0,1,2,20,30.0,14,2
80522,SCROP80523,1478,0,1,2,30,35.0,6,2
80523,SCROP80524,1478,0,1,2,20,32.0,12,3
80524,SCROP80525,1576,0,1,2,5,12.0,25,2
80525,SCROP80526,1576,0,1,2,5,30.0,18,1
80526,SCROP80527,1575,0,1,2,10,7.0,28,2
80527,SCROP80528,1576,0,1,2,10,,22,1
80528,SCROP80529,1576,0,1,2,10,20.0,26,1
80529,SCROP80530,1576,0,1,2,10,26.0,19,2
80530,SCROP80531,1575,0,1,2,15,41.0,6,2
80531,SCROP80532,1576,0,1,2,20,14.0,28,2
80532,SCROP80533,1576,0,1,2,20,29.0,10,2
80533,SCROP80534,1575,0,1,2,20,29.0,13,2
80534,SCROP80535,1576,0,1,2,20,35.0,13,1
80535,SCROP80536,1575,0,1,2,20,36.0,2,2
80536,SCROP80537,1576,0,1,2,20,,5,1
80537,SCROP80538,1576,0,1,2,30,22.0,18,1
80538,SCROP80539,1576,0,1,2,30,,12,1
80539,SCROP80540,1575,0,1,2,30,37.0,4,2
80540,SCROP80541,1575,0,1,2,40,9.0,28,2
80541,SCROP80542,1575,0,1,2,40,15.0,26,3
80542,SCROP80543,1575,0,1,2,60,36.0,12,2
80543,SCROP80544,1576,0,1,2,60,40.0,5,1
80544,SCROP80545,1576,0,1,2,20,42.0,7,2
80545,SCROP80546,1575,0,1,2,40,39.0,3,3
80546,SCROP80547,1576,0,1,2,30,35.0,11,2
80547,SCROP80548,1576,0,1,2,80,28.0,20,2
80548,SCROP80549,1678,0,1,2,25,32.0,12,3
80549,SCROP80550,1678,0,1,2,30,,14,3
80550,SCROP80551,1678,0,1,2,5,14.0,33,3
80551,SCROP80552,1678,0,1,2,5,40.0,4,2
80552,SCROP80553,1678,0,1,2,10,5.0,34,2
80553,SCROP80554,1678,0,1,2,10,15.0,32,1
80554,SCROP80555,1678,0,1,2,10,20.0,28,2
80555,SCROP80556,1678,0,1,2,10,26.0,27,1
80556,SCROP80557,1678,0,1,2,10,30.0,13,2
80557,SCROP80558,1678,0,1,2,15,14.0,34,2
80558,SCROP80559,1678,0,1,2,15,30.0,18,1
80559,SCROP80560,1678,0,1,2,20,9.0,33,1
80560,SCROP80561,1678,0,1,2,20,42.0,7,2
80561,SCROP80562,1678,0,1,2,20,48.0,1,3
80562,SCROP80563,1678,0,1,2,25,29.0,17,2
80563,SCROP80564,1678,0,1,2,30,16.0,30,3
80564,SCROP80565,1678,0,1,2,30,19.0,19,3
80565,SCROP80566,1678,0,1,2,30,,25,1
80566,SCROP80567,1678,0,1,2,30,26.0,14,3
80567,SCROP80568,1678,0,1,2,30,34.0,12,1
80568,SCROP80569,1678,0,1,2,30,41.0,6,2
80569,SCROP80570,1678,0,1,2,30,41.0,10,2
80570,SCROP80571,1678,0,1,2,35,20.0,23,2
80571,SCROP80572,1678,0,1,2,40,24.0,22,2
80572,SCROP80573,1678,0,1,2,40,31.0,17,3
80573,SCROP80574,1678,0,1,2,40,33.0,4,2
80574,SCROP80575,1678,0,1,2,40,36.0,2,2
80575,SCROP80576,1678,0,1,2,60,33.0,13,2
80576,SCROP80577,1678,0,1,2,40,22.0,20,2
80577,SCROP80578,1785,0,1,2,10,20.0,15,2
80578,SCROP80579,1785,0,1,2,10,35.0,10,3
80579,SCROP80580,1785,0,1,2,15,,10,1
80580,SCROP80581,1785,0,1,2,15,17.0,18,2
80581,SCROP80582,1785,0,1,2,15,22.0,25,2
80582,SCROP80583,1785,0,1,2,15,37.0,11,1
80583,SCROP80584,1785,0,1,2,20,38.0,15,2
80584,SCROP80585,1785,0,1,2,25,9.0,35,1
80585,SCROP80586,1785,0,1,2,30,23.0,30,2
80586,SCROP80587,1786,0,1,2,30,28.0,18,1
80587,SCROP80588,1786,0,1,2,40,27.0,15,1
80588,SCROP80589,1786,0,1,2,40,32.0,10,1
80589,SCROP80590,1785,0,1,2,40,35.0,14,1
80590,SCROP80591,1785,0,1,2,40,35.0,15,2
80591,SCROP80592,1786,0,1,2,40,51.0,0,3
80592,SCROP80593,1786,0,1,2,50,,30,2
80593,SCROP80594,1785,0,1,2,50,44.0,1,3
80594,SCROP80595,1786,0,1,2,60,30.0,18,2
80595,SCROP80596,1786,0,1,2,60,42.0,5,2
80596,SCROP80597,1785,0,1,2,30,36.0,9,1
80597,SCROP80598,1785,0,1,2,15,27.0,22,1
80598,SCROP80599,1786,0,1,2,25,,19,2
80599,SCROP80600,1898,0,1,2,10,11.0,30,2
80600,SCROP80601,1898,0,1,2,20,15.0,32,2
80601,SCROP80602,1898,0,1,2,20,20.0,23,3
80602,SCROP80603,1898,0,1,2,20,30.0,20,2
80603,SCROP80604,1898,0,1,2,20,32.0,16,2
80604,SCROP80605,1898,0,1,2,20,33.0,5,2
80605,SCROP80606,1898,0,1,2,20,35.0,15,3
80606,SCROP80607,1898,0,1,2,30,11.0,36,2
80607,SCROP80608,1898,0,1,2,30,20.0,25,1
80608,SCROP80609,1898,0,1,2,30,25.0,14,2
80609,SCROP80610,1898,0,1,2,30,25.0,21,2
80610,SCROP80611,1898,0,1,2,30,,3,1
80611,SCROP80612,1898,0,1,2,35,20.0,18,1
80612,SCROP80613,1898,0,1,2,40,16.0,29,2
80613,SCROP80614,1898,0,1,2,40,20.0,11,2
80614,SCROP80615,1898,0,1,2,40,31.0,13,1
80615,SCROP80616,1898,0,1,2,40,32.0,16,2
80616,SCROP80617,1898,0,1,2,40,39.0,11,3
80617,SCROP80618,1898,0,1,2,40,40.0,9,1
80618,SCROP80619,1898,0,1,2,60,31.0,12,2
80619,SCROP80620,1898,0,1,2,20,20.0,20,2
80620,SCROP80621,1898,0,1,2,20,27.0,21,1
80621,SCROP80622,1898,0,1,2,20,,16,2
80622,SCROP80623,2015,0,1,2,20,38.0,5,2
80623,SCROP80624,2016,0,1,2,5,30.0,12,3
80624,SCROP80625,2016,0,1,2,5,39.0,12,2
80625,SCROP80626,2015,0,1,2,10,10.0,37,1
80626,SCROP80627,2015,0,1,2,10,,12,1
80627,SCROP80628,2016,0,1,2,10,,27,2
80628,SCROP80629,2015,0,1,2,20,14.0,35,1
80629,SCROP80630,2015,0,1,2,20,16.0,32,1
80630,SCROP80631,2016,0,1,2,20,20.0,25,2
80631,SCROP80632,2015,0,1,2,20,27.0,18,1
80632,SCROP80633,2015,0,1,2,20,29.0,19,1
80633,SCROP80634,2015,0,1,2,20,,7,2
80634,SCROP80635,2015,0,1,2,30,8.0,37,3
80635,SCROP80636,2015,0,1,2,30,15.0,32,3
80636,SCROP80637,2016,0,1,2,30,36.0,13,3
80637,SCROP80638,2015,0,1,2,30,40.0,2,2
80638,SCROP80639,2015,0,1,2,30,48.0,3,1
80639,SCROP80640,2016,0,1,2,40,,30,2
80640,SCROP80641,2016,0,1,2,40,33.0,18,3
80641,SCROP80642,2016,0,1,2,40,38.0,3,2
80642,SCROP80643,2015,0,1,2,40,50.0,6,1
80643,SCROP80644,2015,0,1,2,50,28.0,21,1
80644,SCROP80645,2015,0,1,2,50,39.0,11,2
80645,SCROP80646,2138,0,1,2,5,10.0,37,1
80646,SCROP80647,2138,0,1,2,10,12.0,23,3
80647,SCROP80648,2139,0,1,2,10,,16,2
80648,SCROP80649,2139,0,1,2,15,,32,3
80649,SCROP80650,2139,0,1,2,15,21.0,27,1
80650,SCROP80651,2138,0,1,2,15,23.0,18,2
80651,SCROP80652,2138,0,1,2,15,,28,2
80652,SCROP80653,2139,0,1,2,20,11.0,37,1
80653,SCROP80654,2139,0,1,2,20,15.0,25,2
80654,SCROP80655,2139,0,1,2,20,22.0,25,2
80655,SCROP80656,2139,0,1,2,20,25.0,26,2
80656,SCROP80657,2138,0,1,2,20,35.0,14,2
80657,SCROP80658,2138,0,1,2,20,,3,2
80658,SCROP80659,2139,0,1,2,20,48.0,6,1
80659,SCROP80660,2139,0,1,2,25,,6,1
80660,SCROP80661,2138,0,1,2,40,20.0,33,1
80661,SCROP80662,2138,0,1,2,40,22.0,27,1
80662,SCROP80663,2139,0,1,2,40,27.0,11,1
80663,SCROP80664,2139,0,1,2,40,27.0,14,1
80664,SCROP80665,2138,0,1,2,40,,7,1
80665,SCROP80666,2138,0,1,2,40,46.0,7,2
80666,SCROP80667,2139,0,1,2,40,47.0,9,1
80667,SCROP80668,2138,0,1,2,45,38.0,12,1
80668,SCROP80669,2139,0,1,2,60,20.0,23,2
80669,SCROP80670,2139,0,1,2,40,38.0,13,2
80670,SCROP80671,2138,0,1,2,20,12.0,38,2
80671,SCROP80672,2138,0,1,2,20,29.0,20,2
80672,SCROP80673,2267,0,1,2,10,32.0,19,2
80673,SCROP80674,2267,0,1,2,10,39.0,19,2
80674,SCROP80675,2267,0,1,2,15,22.0,28,2
80675,SCROP80676,2267,0,1,2,15,38.0,13,2
80676,SCROP80677,2267,0,1,2,20,,34,1
80677,SCROP80678,2267,0,1,2,20,17.0,33,2
80678,SCROP80679,2267,0,1,2,20,18.0,14,1
80679,SCROP80680,2267,0,1,2,20,18.0,34,2
80680,SCROP80681,2267,0,1,2,25,8.0,37,1
80681,SCROP80682,2267,0,1,2,25,42.0,9,1
80682,SCROP80683,2267,0,1,2,30,49.0,2,2
80683,SCROP80684,2267,0,1,2,40,19.0,29,1
80684,SCROP80685,2267,0,1,2,40,25.0,14,1
80685,SCROP80686,2267,0,1,2,40,,8,1
80686,SCROP80687,2267,0,1,2,40,44.0,11,3
80687,SCROP80688,2267,0,1,2,60,40.0,8,2
80688,SCROP80689,2267,0,1,2,60,41.0,16,2
80689,SCROP80690,2267,0,1,2,15,20.0,29,2
80690,SCROP80691,2267,0,1,2,20,32.0,19,1
80691,SCROP80692,2401,0,1,2,5,8.0,35,2
80692,SCROP80693,2402,0,1,2,5,34.0,12,1
80693,SCROP80694,2402,0,1,2,10,45.0,5,2
80694,SCROP80695,2401,0,1,2,10,48.0,8,2
80695,SCROP80696,2402,0,1,2,15,14.0,35,2
80696,SCROP80697,2401,0,1,2,20,25.0,27,1
80697,SCROP80698,2402,0,1,2,20,34.0,18,3
80698,SCROP80699,2401,0,1,2,20,50.0,2,2
80699,SCROP80700,2401,0,1,2,25,26.0,27,3
80700,SCROP80701,2401,0,1,2,25,33.0,11,2
80701,SCROP80702,2401,0,1,2,30,19.0,40,3
80702,SCROP80703,2401,0,1,2,30,50.0,4,2
80703,SCROP80704,2402,0,1,2,40,30.0,24,1
80704,SCROP80705,2401,0,1,2,50,,21,2
80705,SCROP80706,2401,0,1,2,50,38.0,22,1
80706,SCROP80707,2401,0,1,2,55,43.0,8,2
80707,SCROP80708,2401,0,1,2,60,30.0,25,1
80708,SCROP80709,2402,0,1,2,60,41.0,15,1
80709,SCROP80710,2401,0,1,2,15,17.0,35,2
80710,SCROP80711,2402,0,1,2,40,15.0,36,2
80711,SCROP80712,2402,0,1,2,50,5.0,35,2
80712,SCROP80713,2401,0,1,2,15,,40,1
80713,SCROP80714,2542,0,1,2,5,14.0,35,3
80714,SCROP80715,2541,0,1,2,10,11.0,24,2
80715,SCROP80716,2542,0,1,2,10,,13,1
80716,SCROP80717,2541,0,1,2,15,5.0,31,3
80717,SCROP80718,2541,0,1,2,15,35.0,17,1
80718,SCROP80719,2542,0,1,2,15,45.0,9,2
80719,SCROP80720,2541,0,1,2,20,25.0,25,2
80720,SCROP80721,2541,0,1,2,20,32.0,18,2
80721,SCROP80722,2541,0,1,2,20,34.0,13,2
80722,SCROP80723,2541,0,1,2,25,49.0,6,1
80723,SCROP80724,2541,0,1,2,30,45.0,7,1
80724,SCROP80725,2542,0,1,2,35,6.0,41,2
80725,SCROP80726,2542,0,1,2,40,16.0,38,1
80726,SCROP80727,2542,0,1,2,40,30.0,31,1
80727,SCROP80728,2541,0,1,2,60,,34,1
80728,SCROP80729,2541,0,1,2,60,39.0,14,2
80729,SCROP80730,2542,0,1,2,30,39.0,7,3
80730,SCROP80731,2688,0,1,2,10,30.0,14,3
80731,SCROP80732,2687,0,1,2,15,14.0,36,2
80732,SCROP80733,2688,0,1,2,15,38.0,14,1
80733,SCROP80734,2687,0,1,2,15,51.0,0,3
80734,SCROP80735,2688,0,1,2,20,27.0,22,2
80735,SCROP80736,2688,0,1,2,20,43.0,7,1
80736,SCROP80737,2688,0,1,2,20,44.0,7,3
80737,SCROP80738,2688,0,1,2,25,,5,2
80738,SCROP80739,2688,0,1,2,30,22.0,16,2
80739,SCROP80740,2688,0,1,2,40,,19,2
80740,SCROP80741,2688,0,1,2,40,36.0,13,2
80741,SCROP80742,2688,0,1,2,45,23.0,32,1
80742,SCROP80743,2688,0,1,2,60,30.0,19,2
80743,SCROP80744,2840,0,1,2,40,44.0,20,1
80744,SCROP80745,2840,0,1,2,10,40.0,10,1
80745,SCROP80746,2840,0,1,2,15,41.0,12,3
80746,SCROP80747,2840,0,1,2,20,33.0,22,2
80747,SCROP80748,2840,0,1,2,20,40.0,11,3
80748,SCROP80749,2840,0,1,2,20,,14,1
80749,SCROP80750,2840,0,1,2,20,50.0,1,2
80750,SCROP80751,2840,0,1,2,30,24.0,30,2
80751,SCROP80752,2840,0,1,2,30,50.0,6,2
80752,SCROP80753,2840,0,1,2,40,36.0,17,2
80753,SCROP80754,2840,0,1,2,50,21.0,34,1
80754,SCROP80755,2840,0,1,2,20,31.0,21,2
80755,SCROP80756,2840,0,1,2,20,33.0,20,1
80756,SCROP80757,2999,0,1,2,10,10.0,40,2
80757,SCROP80758,2999,0,1,2,20,13.0,44,2
80758,SCROP80759,2999,0,1,2,20,17.0,29,2
80759,SCROP80760,2999,0,1,2,20,23.0,35,1
80760,SCROP80761,2999,0,1,2,20,45.0,14,1
80761,SCROP80762,2999,0,1,2,20,,3,2
80762,SCROP80763,2999,0,1,2,20,50.0,2,2
80763,SCROP80764,2999,0,1,2,40,11.0,41,2
80764,SCROP80765,2999,0,1,2,40,43.0,14,2
80765,SCROP80766,3165,0,1,2,10,20.0,25,1
80766,SCROP80767,3164,0,1,2,15,15.0,35,2
80767,SCROP80768,3164,0,1,2,15,30.0,22,1
80768,SCROP80769,3164,0,1,2,15,,6,1
80769,SCROP80770,3164,0,1,2,20,24.0,35,1
80770,SCROP80771,3164,0,1,2,20,30.0,20,2
80771,SCROP80772,3164,0,1,2,20,35.0,19,3
80772,SCROP80773,3165,0,1,2,20,40.0,17,2
80773,SCROP80774,3164,0,1,2,30,48.0,7,1
80774,SCROP80775,3164,0,1,2,40,,39,1
80775,SCROP80776,3165,0,1,2,40,,28,2
80776,SCROP80777,3164,0,1,2,40,35.0,18,2
80777,SCROP80778,3164,0,1,2,40,50.0,5,2
80778,SCROP80779,3164,0,1,2,40,40.0,14,3
80779,SCROP80780,3165,0,1,2,10,52.0,6,2
80780,SCROP80781,3164,0,1,2,30,35.0,12,2
80781,SCROP80782,3336,0,1,2,10,7.0,42,1
80782,SCROP80783,3337,0,1,2,10,41.0,16,2
80783,SCROP80784,3337,0,1,2,20,42.0,16,1
80784,SCROP80785,3336,0,1,2,40,31.0,24,2
80785,SCROP80786,3337,0,1,2,40,41.0,19,2
80786,SCROP80787,3337,0,1,2,40,31.0,23,2
80787,SCROP80788,3337,0,1,2,80,36.0,10,3
80788,SCROP80789,3516,0,1,2,20,11.0,44,1
80789,SCROP80790,3516,0,1,2,20,15.0,44,2
80790,SCROP80791,3515,0,1,2,20,43.0,13,2
80791,SCROP80792,3516,0,1,2,50,42.0,24,2
80792,SCROP80793,3516,0,1,2,20,,8,3
80793,SCROP80794,3702,0,1,2,20,10.0,48,2
80794,SCROP80795,3702,0,1,2,20,,34,2
80795,SCROP80796,3702,0,1,2,30,29.0,21,3
80796,SCROP80797,3702,0,1,2,20,46.0,16,2
80797,SCROP80798,3895,0,1,2,20,36.0,25,2
80798,SCROP80799,3895,0,1,2,20,51.0,11,2
80799,SCROP80800,4096,0,1,2,10,47.0,15,2
80800,SCROP80801,4097,0,1,2,20,,15,2
80801,SCROP80802,150,1,0,2,40,16.0,1,1
80802,SCROP80803,168,1,0,2,20,16.0,5,3
80803,SCROP80804,168,1,0,2,40,,6,1
80804,SCROP80805,168,1,0,2,40,16.0,5,2
80805,SCROP80806,188,1,0,2,15,15.0,7,2
80806,SCROP80807,188,1,0,2,50,,1,1
80807,SCROP80808,232,1,0,2,10,5.0,2,2
80808,SCROP80809,232,1,0,2,40,23.0,2,2
80809,SCROP80810,256,1,0,2,5,,10,2
80810,SCROP80811,256,1,0,2,10,14.0,2,2
80811,SCROP80812,256,1,0,2,20,19.0,5,1
80812,SCROP80813,256,1,0,2,40,16.0,5,1
80813,SCROP80814,256,1,0,2,40,19.0,8,2
80814,SCROP80815,257,1,0,2,70,23.0,5,2
80815,SCROP80816,283,1,0,2,20,22.0,4,2
80816,SCROP80817,283,1,0,2,30,19.0,6,2
80817,SCROP80818,283,1,0,2,30,27.0,0,1
80818,SCROP80819,311,1,0,2,10,16.0,10,1
80819,SCROP80820,311,1,0,2,30,20.0,1,2
80820,SCROP80821,312,1,0,2,40,20.0,10,2
80821,SCROP80822,311,1,0,2,60,20.0,4,2
80822,SCROP80823,342,1,0,2,5,22.0,4,1
80823,SCROP80824,342,1,0,2,10,17.0,6,2
80824,SCROP80825,342,1,0,2,15,17.0,6,2
80825,SCROP80826,342,1,0,2,20,19.0,6,2
80826,SCROP80827,342,1,0,2,20,27.0,3,3
80827,SCROP80828,342,1,0,2,40,,3,2
80828,SCROP80829,342,1,0,2,60,,13,2
80829,SCROP80830,375,1,0,2,10,15.0,13,1
80830,SCROP80831,375,1,0,2,10,22.0,4,2
80831,SCROP80832,375,1,0,2,20,20.0,3,2
80832,SCROP80833,375,1,0,2,20,25.0,0,2
80833,SCROP80834,375,1,0,2,20,28.0,2,2
80834,SCROP80835,375,1,0,2,20,29.0,0,3
80835,SCROP80836,375,1,0,2,25,26.0,0,2
80836,SCROP80837,375,1,0,2,30,9.0,12,2
80837,SCROP80838,375,1,0,2,30,29.0,2,2
80838,SCROP80839,411,1,0,2,5,20.0,9,1
80839,SCROP80840,410,1,0,2,10,18.0,5,2
80840,SCROP80841,410,1,0,2,20,,14,2
80841,SCROP80842,448,1,0,2,5,,1,2
80842,SCROP80843,448,1,0,2,10,7.0,4,2
80843,SCROP80844,448,1,0,2,10,15.0,10,3
80844,SCROP80845,448,1,0,2,10,26.0,7,2
80845,SCROP80846,448,1,0,2,15,24.0,2,2
80846,SCROP80847,448,1,0,2,20,6.0,16,2
80847,SCROP80848,448,1,0,2,40,,6,2
80848,SCROP80849,488,1,0,2,5,,17,3
80849,SCROP80850,488,1,0,2,10,,2,1
80850,SCROP80851,488,1,0,2,15,32.0,0,3
80851,SCROP80852,488,1,0,2,20,13.0,9,1
80852,SCROP80853,488,1,0,2,25,,1,3
80853,SCROP80854,488,1,0,2,30,19.0,13,2
80854,SCROP80855,489,1,0,2,30,21.0,2,1
80855,SCROP80856,488,1,0,2,30,,12,1
80856,SCROP80857,488,1,0,2,30,23.0,7,2
80857,SCROP80858,488,1,0,2,40,13.0,15,1
80858,SCROP80859,488,1,0,2,40,29.0,2,2
80859,SCROP80860,488,1,0,2,40,34.0,2,2
80860,SCROP80861,488,1,0,2,45,31.0,0,2
80861,SCROP80862,489,1,0,2,60,27.0,3,3
80862,SCROP80863,531,1,0,2,5,6.0,13,1
80863,SCROP80864,531,1,0,2,10,17.0,16,2
80864,SCROP80865,531,1,0,2,15,22.0,0,2
80865,SCROP80866,531,1,0,2,15,29.0,2,2
80866,SCROP80867,531,1,0,2,15,29.0,3,2
80867,SCROP80868,531,1,0,2,20,10.0,10,1
80868,SCROP80869,531,1,0,2,25,16.0,14,2
80869,SCROP80870,531,1,0,2,30,15.0,12,1
80870,SCROP80871,531,1,0,2,30,,12,3
80871,SCROP80872,531,1,0,2,50,23.0,11,1
80872,SCROP80873,531,1,0,2,60,31.0,1,3
80873,SCROP80874,531,1,0,2,40,13.0,14,1
80874,SCROP80875,577,1,0,2,5,13.0,19,1
80875,SCROP80876,577,1,0,2,5,18.0,11,2
80876,SCROP80877,577,1,0,2,10,7.0,7,1
80877,SCROP80878,577,1,0,2,10,16.0,14,2
80878,SCROP80879,577,1,0,2,15,7.0,19,2
80879,SCROP80880,577,1,0,2,20,17.0,3,2
80880,SCROP80881,577,1,0,2,20,18.0,16,2
80881,SCROP80882,577,1,0,2,20,20.0,9,2
80882,SCROP80883,577,1,0,2,20,29.0,6,2
80883,SCROP80884,577,1,0,2,30,23.0,10,1
80884,SCROP80885,577,1,0,2,40,20.0,10,3
80885,SCROP80886,625,1,0,2,5,10.0,20,2
80886,SCROP80887,625,1,0,2,10,10.0,7,1
80887,SCROP80888,625,1,0,2,10,10.0,14,1
80888,SCROP80889,625,1,0,2,15,17.0,15,1
80889,SCROP80890,625,1,0,2,15,30.0,2,3
80890,SCROP80891,625,1,0,2,20,22.0,7,2
80891,SCROP80892,626,1,0,2,20,23.0,13,2
80892,SCROP80893,626,1,0,2,30,31.0,4,2
80893,SCROP80894,626,1,0,2,30,35.0,0,1
80894,SCROP80895,626,1,0,2,45,29.0,1,1
80895,SCROP80896,677,1,0,2,15,22.0,12,2
80896,SCROP80897,677,1,0,2,10,23.0,11,2
80897,SCROP80898,677,1,0,2,10,24.0,2,1
80898,SCROP80899,677,1,0,2,10,25.0,3,3
80899,SCROP80900,677,1,0,2,15,11.0,18,2
80900,SCROP80901,677,1,0,2,15,,19,2
80901,SCROP80902,677,1,0,2,20,20.0,7,2
80902,SCROP80903,677,1,0,2,20,22.0,5,2
80903,SCROP80904,677,1,0,2,30,22.0,15,2
80904,SCROP80905,677,1,0,2,60,22.0,13,1
80905,SCROP80906,732,1,0,2,5,6.0,22,1
80906,SCROP80907,732,1,0,2,5,25.0,9,2
80907,SCROP80908,732,1,0,2,10,16.0,17,2
80908,SCROP80909,731,1,0,2,10,22.0,12,2
80909,SCROP80910,731,1,0,2,10,25.0,7,1
80910,SCROP80911,732,1,0,2,20,14.0,16,2
80911,SCROP80912,732,1,0,2,20,25.0,3,2
80912,SCROP80913,732,1,0,2,20,32.0,1,2
80913,SCROP80914,731,1,0,2,20,,5,2
80914,SCROP80915,732,1,0,2,20,37.0,0,2
80915,SCROP80916,731,1,0,2,30,17.0,14,1
80916,SCROP80917,731,1,0,2,30,24.0,12,2
80917,SCROP80918,732,1,0,2,30,,3,1
80918,SCROP80919,732,1,0,2,40,14.0,20,3
80919,SCROP80920,731,1,0,2,40,24.0,15,2
80920,SCROP80921,789,1,0,2,10,17.0,15,1
80921,SCROP80922,790,1,0,2,10,30.0,7,2
80922,SCROP80923,790,1,0,2,15,20.0,8,1
80923,SCROP80924,790,1,0,2,20,18.0,15,3
80924,SCROP80925,789,1,0,2,20,32.0,3,2
80925,SCROP80926,789,1,0,2,40,25.0,8,1
80926,SCROP80927,789,1,0,2,40,26.0,0,2
80927,SCROP80928,789,1,0,2,40,34.0,2,1
80928,SCROP80929,851,1,0,2,10,30.0,6,2
80929,SCROP80930,851,1,0,2,10,35.0,3,1
80930,SCROP80931,851,1,0,2,15,18.0,1,2
80931,SCROP80932,851,1,0,2,15,26.0,15,2
80932,SCROP80933,851,1,0,2,20,5.0,7,3
80933,SCROP80934,851,1,0,2,20,18.0,4,2
80934,SCROP80935,850,1,0,2,20,19.0,21,1
80935,SCROP80936,851,1,0,2,20,37.0,2,2
80936,SCROP80937,851,1,0,2,25,35.0,5,3
80937,SCROP80938,851,1,0,2,30,20.0,14,2
80938,SCROP80939,851,1,0,2,40,21.0,15,2
80939,SCROP80940,851,1,0,2,40,33.0,6,1
80940,SCROP80941,851,1,0,2,40,,4,2
80941,SCROP80942,851,1,0,2,60,35.0,3,2
80942,SCROP80943,851,1,0,2,10,22.0,12,2
80943,SCROP80944,915,1,0,2,5,10.0,15,2
80944,SCROP80945,915,1,0,2,5,20.0,16,1
80945,SCROP80946,915,1,0,2,10,10.0,24,2
80946,SCROP80947,915,1,0,2,10,25.0,2,2
80947,SCROP80948,915,1,0,2,20,19.0,14,2
80948,SCROP80949,915,1,0,2,20,26.0,6,1
80949,SCROP80950,915,1,0,2,20,33.0,3,1
80950,SCROP80951,916,1,0,2,20,33.0,7,2
80951,SCROP80952,915,1,0,2,20,35.0,5,2
80952,SCROP80953,916,1,0,2,30,13.0,23,2
80953,SCROP80954,916,1,0,2,30,21.0,0,1
80954,SCROP80955,915,1,0,2,35,,9,1
80955,SCROP80956,915,1,0,2,40,35.0,6,1
80956,SCROP80957,984,1,0,2,5,20.0,16,3
80957,SCROP80958,984,1,0,2,10,5.0,26,2
80958,SCROP80959,984,1,0,2,10,22.0,16,3
80959,SCROP80960,984,1,0,2,15,15.0,16,2
80960,SCROP80961,984,1,0,2,15,16.0,14,1
80961,SCROP80962,984,1,0,2,15,23.0,4,1
80962,SCROP80963,984,1,0,2,20,31.0,13,3
80963,SCROP80964,984,1,0,2,25,,11,2
80964,SCROP80965,984,1,0,2,25,35.0,2,3
80965,SCROP80966,984,1,0,2,30,25.0,13,3
80966,SCROP80967,984,1,0,2,45,12.0,25,2
80967,SCROP80968,984,1,0,2,50,,13,2
80968,SCROP80969,984,1,0,2,50,36.0,2,2
80969,SCROP80970,984,1,0,2,60,24.0,14,2
80970,SCROP80971,984,1,0,2,20,34.0,4,3
80971,SCROP80972,1056,1,0,2,5,11.0,22,2
80972,SCROP80973,1056,1,0,2,10,10.0,25,2
80973,SCROP80974,1056,1,0,2,10,32.0,4,2
80974,SCROP80975,1056,1,0,2,10,35.0,4,1
80975,SCROP80976,1056,1,0,2,10,37.0,5,3
80976,SCROP80977,1056,1,0,2,20,19.0,20,2
80977,SCROP80978,1056,1,0,2,20,24.0,16,2
80978,SCROP80979,1056,1,0,2,20,,0,1
80979,SCROP80980,1056,1,0,2,20,34.0,7,2
80980,SCROP80981,1056,1,0,2,30,33.0,7,2
80981,SCROP80982,1056,1,0,2,40,26.0,1,2
